,date,state,fips,cases,deaths
7220,2020-07-12,Alaska,2,1772,15
7221,2020-07-12,Arizona,4,122479,2239
7222,2020-07-12,Arkansas,5,28367,321
7223,2020-07-12,California,6,327676,7042
7224,2020-07-12,Colorado,8,36933,1726
7225,2020-07-12,Connecticut,9,47287,4348
7226,2020-07-12,Delaware,10,12804,517
7227,2020-07-12,District of Columbia,11,10847,568
7228,2020-07-12,Florida,12,269803,4241
7229,2020-07-12,Georgia,13,108389,2951
7230,2020-07-12,Guam,66,1281,6
7231,2020-07-12,Hawaii,15,1201,19
7232,2020-07-12,Idaho,16,10971,102
7233,2020-07-12,Illinois,17,155355,7391
7234,2020-07-12,Indiana,18,52892,2760
7235,2020-07-12,Iowa,19,35410,752
7236,2020-07-12,Kansas,20,19295,300
7237,2020-07-12,Kentucky,21,19762,649
7238,2020-07-12,Louisiana,22,78230,3416
7239,2020-07-12,Maine,23,3539,114
7240,2020-07-12,Maryland,24,73705,3319
7241,2020-07-12,Massachusetts,25,111597,8325
7242,2020-07-12,Michigan,26,76936,6317
7243,2020-07-12,Minnesota,27,42319,1540
7244,2020-07-12,Mississippi,28,36287,1249
7245,2020-07-12,Missouri,29,29173,1113
7246,2020-07-12,Montana,30,1758,29
7247,2020-07-12,Nebraska,31,21214,296
7248,2020-07-12,Nevada,32,27745,593
7249,2020-07-12,New Hampshire,33,6054,391
7250,2020-07-12,New Jersey,34,177245,15525
7251,2020-07-12,New Mexico,35,15028,545
7252,2020-07-12,New York,36,406403,32029
7253,2020-07-12,North Carolina,37,85831,1532
7254,2020-07-12,North Dakota,38,4338,91
7255,2020-07-12,Northern Mariana Islands,69,33,2
7256,2020-07-12,Ohio,39,65592,3058
7257,2020-07-12,Oklahoma,40,20235,422
7258,2020-07-12,Oregon,41,12170,237
7259,2020-07-12,Pennsylvania,42,99794,6950
7260,2020-07-12,Puerto Rico,72,9654,167
7261,2020-07-12,Rhode Island,44,17312,976
7262,2020-07-12,South Carolina,45,56648,961
7263,2020-07-12,South Dakota,46,7499,109
7264,2020-07-12,Tennessee,47,61106,731
7265,2020-07-12,Texas,48,264811,3246
7266,2020-07-12,Utah,49,29552,215
7267,2020-07-12,Vermont,50,1296,56
7268,2020-07-12,Virgin Islands,78,206,6
7269,2020-07-12,Virginia,51,70558,1965
7270,2020-07-12,Washington,53,42181,1438
7271,2020-07-12,West Virginia,54,4244,96
7272,2020-07-12,Wisconsin,55,39901,828
7273,2020-07-12,Wyoming,56,1862,21
7274,2020-07-13,Alabama,1,55545,1124
7275,2020-07-13,Alaska,2,1843,15
7276,2020-07-13,Arizona,4,123917,2250
7277,2020-07-13,Arkansas,5,28939,323
7278,2020-07-13,California,6,336206,7086
7279,2020-07-13,Colorado,8,37303,1728
7280,2020-07-13,Connecticut,9,47510,4371
7281,2020-07-13,Delaware,10,12879,517
7282,2020-07-13,District of Columbia,11,10906,568
7283,2020-07-13,Florida,12,282427,4276
7284,2020-07-13,Georgia,13,111937,2972
7285,2020-07-13,Guam,66,1281,6
7286,2020-07-13,Hawaii,15,1222,21
7287,2020-07-13,Idaho,16,11531,102
7288,2020-07-13,Illinois,17,156288,7398
7289,2020-07-13,Indiana,18,53327,2762
7290,2020-07-13,Iowa,19,35631,755
7291,2020-07-13,Kansas,20,20265,301
7292,2020-07-13,Kentucky,21,20127,656
7293,2020-07-13,Louisiana,22,79935,3423
7294,2020-07-13,Maine,23,3558,114
7295,2020-07-13,Maryland,24,74124,3325
7296,2020-07-13,Massachusetts,25,111827,8330
7297,2020-07-13,Michigan,26,77354,6324
7298,2020-07-13,Minnesota,27,42810,1542
7299,2020-07-13,Mississippi,28,36680,1250
7300,2020-07-13,Missouri,29,29781,1126
7301,2020-07-13,Montana,30,1908,32
7302,2020-07-13,Nebraska,31,21444,298
7303,2020-07-13,Nevada,32,28597,596
7304,2020-07-13,New Hampshire,33,6068,391
7305,2020-07-13,New Jersey,34,177469,15560
7306,2020-07-13,New Mexico,35,15291,548
7307,2020-07-13,New York,36,406962,32075
7308,2020-07-13,North Carolina,37,87653,1547
7309,2020-07-13,North Dakota,38,4446,91
7310,2020-07-13,Northern Mariana Islands,69,33,2
7311,2020-07-13,Ohio,39,66853,3064
7312,2020-07-13,Oklahoma,40,20745,424
7313,2020-07-13,Oregon,41,12511,240
7314,2020-07-13,Pennsylvania,42,100378,6955
7315,2020-07-13,Puerto Rico,72,10010,167
7316,2020-07-13,Rhode Island,44,17487,984
7317,2020-07-13,South Carolina,45,58168,972
7318,2020-07-13,South Dakota,46,7524,109
7319,2020-07-13,Tennessee,47,63615,738
7320,2020-07-13,Texas,48,273732,3313
7321,2020-07-13,Utah,49,30282,216
7322,2020-07-13,Vermont,50,1301,56
7323,2020-07-13,Virgin Islands,78,217,6
7324,2020-07-13,Virginia,51,71530,1967
7325,2020-07-13,Washington,53,43538,1439
7326,2020-07-13,West Virginia,54,4313,97
7327,2020-07-13,Wisconsin,55,40603,828
7328,2020-07-13,Wyoming,56,1903,21
7329,2020-07-14,Alabama,1,57255,1164
7330,2020-07-14,Alaska,2,1897,15
7331,2020-07-14,Arizona,4,128126,2341
7332,2020-07-14,Arkansas,5,29733,331
7333,2020-07-14,California,6,346593,7227
7334,2020-07-14,Colorado,8,37761,1739
7335,2020-07-14,Connecticut,9,47530,4372
7336,2020-07-14,Delaware,10,12969,518
7337,2020-07-14,District of Columbia,11,10946,568
7338,2020-07-14,Florida,12,291621,4408
7339,2020-07-14,Georgia,13,114579,2996
7340,2020-07-14,Guam,66,1281,6
7341,2020-07-14,Hawaii,15,1243,21
7342,2020-07-14,Idaho,16,11962,103
7343,2020-07-14,Illinois,17,157055,7425
7344,2020-07-14,Indiana,18,54001,2775
7345,2020-07-14,Iowa,19,35942,759
7346,2020-07-14,Kansas,20,20347,303
7347,2020-07-14,Kentucky,21,20702,665
7348,2020-07-14,Louisiana,22,82150,3445
7349,2020-07-14,Maine,23,3566,114
7350,2020-07-14,Maryland,24,74836,3334
7351,2020-07-14,Massachusetts,25,112130,8340
7352,2020-07-14,Michigan,26,78045,6330
7353,2020-07-14,Minnesota,27,43208,1548
7354,2020-07-14,Mississippi,28,37542,1272
7355,2020-07-14,Missouri,29,30817,1136
7356,2020-07-14,Montana,30,2038,34
7357,2020-07-14,Nebraska,31,21717,299
7358,2020-07-14,Nevada,32,29669,613
7359,2020-07-14,New Hampshire,33,6091,392
7360,2020-07-14,New Jersey,34,177862,15582
7361,2020-07-14,New Mexico,35,15514,551
7362,2020-07-14,New York,36,407875,32092
7363,2020-07-14,North Carolina,37,89767,1582
7364,2020-07-14,North Dakota,38,4497,92
7365,2020-07-14,Northern Mariana Islands,69,36,2
7366,2020-07-14,Ohio,39,67995,3069
7367,2020-07-14,Oklahoma,40,21738,428
7368,2020-07-14,Oregon,41,12834,247
7369,2020-07-14,Pennsylvania,42,101360,6973
7370,2020-07-14,Puerto Rico,72,10123,169
7371,2020-07-14,Rhode Island,44,17588,985
7372,2020-07-14,South Carolina,45,60389,993
7373,2020-07-14,South Dakota,46,7572,109
7374,2020-07-14,Tennessee,47,65412,757
7375,2020-07-14,Texas,48,284638,3449
7376,2020-07-14,Utah,49,30774,226
7377,2020-07-14,Vermont,50,1305,56
7378,2020-07-14,Virgin Islands,78,243,6
7379,2020-07-14,Virginia,51,72326,1976
7380,2020-07-14,Washington,53,44257,1465
7381,2020-07-14,West Virginia,54,4407,97
7382,2020-07-14,Wisconsin,55,41516,834
7383,2020-07-14,Wyoming,56,1951,22
7384,2020-07-15,Alabama,1,59067,1211
7385,2020-07-15,Alaska,2,1958,15
7386,2020-07-15,Arizona,4,131411,2442
7387,2020-07-15,Arkansas,5,30297,335
7388,2020-07-15,California,6,355497,7368
7389,2020-07-15,Colorado,8,38240,1745
7390,2020-07-15,Connecticut,9,47636,4380
7391,2020-07-15,Delaware,10,13050,521
7392,2020-07-15,District of Columbia,11,11026,571
7393,2020-07-15,Florida,12,301802,4520
7394,2020-07-15,Georgia,13,118147,3030
7395,2020-07-15,Guam,66,1282,6
7396,2020-07-15,Hawaii,15,1271,21
7397,2020-07-15,Idaho,16,12599,111
7398,2020-07-15,Illinois,17,158451,7435
7399,2020-07-15,Indiana,18,54698,2785
7400,2020-07-15,Iowa,19,36536,777
7401,2020-07-15,Kansas,20,21157,308
7402,2020-07-15,Kentucky,21,21148,668
7403,2020-07-15,Louisiana,22,84241,3461
7404,2020-07-15,Maine,23,3578,114
7405,2020-07-15,Maryland,24,75576,3341
7406,2020-07-15,Massachusetts,25,112347,8368
7407,2020-07-15,Michigan,26,79081,6333
7408,2020-07-15,Minnesota,27,43782,1558
7409,2020-07-15,Mississippi,28,38567,1290
7410,2020-07-15,Missouri,29,31737,1141
7411,2020-07-15,Montana,30,2149,34
7412,2020-07-15,Nebraska,31,21979,302
7413,2020-07-15,Nevada,32,30587,619
7414,2020-07-15,New Hampshire,33,6113,394
7415,2020-07-15,New Jersey,34,178252,15634
7416,2020-07-15,New Mexico,35,15841,557
7417,2020-07-15,New York,36,408709,32115
7418,2020-07-15,North Carolina,37,91573,1598
7419,2020-07-15,North Dakota,38,4569,92
7420,2020-07-15,Northern Mariana Islands,69,36,2
7421,2020-07-15,Ohio,39,69311,3075
7422,2020-07-15,Oklahoma,40,22813,432
7423,2020-07-15,Oregon,41,13129,249
7424,2020-07-15,Pennsylvania,42,102361,7011
7425,2020-07-15,Puerto Rico,72,10379,171
7426,2020-07-15,Rhode Island,44,17640,987
7427,2020-07-15,South Carolina,45,62245,998
7428,2020-07-15,South Dakota,46,7652,111
7429,2020-07-15,Tennessee,47,67515,773
7430,2020-07-15,Texas,48,296478,3590
7431,2020-07-15,Utah,49,31228,233
7432,2020-07-15,Vermont,50,1318,56
7433,2020-07-15,Virgin Islands,78,249,6
7434,2020-07-15,Virginia,51,73404,1991
7435,2020-07-15,Washington,53,45004,1486
7436,2020-07-15,West Virginia,54,4557,98
7437,2020-07-15,Wisconsin,55,42409,835
7438,2020-07-15,Wyoming,56,1985,22
7439,2020-07-16,Alabama,1,61088,1230
7440,2020-07-16,Alaska,2,2034,15
7441,2020-07-16,Arizona,4,134730,2506
7442,2020-07-16,Arkansas,5,31114,341
7443,2020-07-16,California,6,364761,7490
7444,2020-07-16,Colorado,8,38817,1746
7445,2020-07-16,Connecticut,9,47750,4389
7446,2020-07-16,Delaware,10,13114,521
7447,2020-07-16,District of Columbia,11,11076,574
7448,2020-07-16,Florida,12,315767,4676
7449,2020-07-16,Georgia,13,120848,3043
7450,2020-07-16,Guam,66,1283,6
7451,2020-07-16,Hawaii,15,1290,21
7452,2020-07-16,Idaho,16,13261,114
7453,2020-07-16,Illinois,17,159676,7457
7454,2020-07-16,Indiana,18,55413,2795
7455,2020-07-16,Iowa,19,37414,781
7456,2020-07-16,Kansas,20,21273,309
7457,2020-07-16,Kentucky,21,21617,675
7458,2020-07-16,Louisiana,22,86521,3485
7459,2020-07-16,Maine,23,3598,114
7460,2020-07-16,Maryland,24,76237,3347
7461,2020-07-16,Massachusetts,25,112581,8380
7462,2020-07-16,Michigan,26,79977,6351
7463,2020-07-16,Minnesota,27,44387,1566
7464,2020-07-16,Mississippi,28,39797,1308
7465,2020-07-16,Missouri,29,32596,1145
7466,2020-07-16,Montana,30,2265,35
7467,2020-07-16,Nebraska,31,22178,307
7468,2020-07-16,Nevada,32,32024,627
7469,2020-07-16,New Hampshire,33,6139,395
7470,2020-07-16,New Jersey,34,178475,15665
7471,2020-07-16,New Mexico,35,16138,562
7472,2020-07-16,New York,36,409476,32133
7473,2020-07-16,North Carolina,37,93657,1617
7474,2020-07-16,North Dakota,38,4672,93
7475,2020-07-16,Northern Mariana Islands,69,37,2
7476,2020-07-16,Ohio,39,70601,3103
7477,2020-07-16,Oklahoma,40,23441,438
7478,2020-07-16,Oregon,41,13541,252
7479,2020-07-16,Pennsylvania,42,103169,7039
7480,2020-07-16,Puerto Rico,72,10574,172
7481,2020-07-16,Rhode Island,44,17711,988
7482,2020-07-16,South Carolina,45,64083,1070
7483,2020-07-16,South Dakota,46,7694,115
7484,2020-07-16,Tennessee,47,69827,786
7485,2020-07-16,Texas,48,311516,3744
7486,2020-07-16,Utah,49,31908,234
7487,2020-07-16,Vermont,50,1325,56
7488,2020-07-16,Virgin Islands,78,263,6
7489,2020-07-16,Virginia,51,74303,2006
7490,2020-07-16,Washington,53,46268,1492
7491,2020-07-16,West Virginia,54,4657,99
7492,2020-07-16,Wisconsin,55,43361,839
7493,2020-07-16,Wyoming,56,2026,24
7494,2020-07-17,Alabama,1,63091,1265
7495,2020-07-17,Alaska,2,2083,15
7496,2020-07-17,Arizona,4,138575,2597
7497,2020-07-17,Arkansas,5,31762,353
7498,2020-07-17,California,6,374922,7607
7499,2020-07-17,Colorado,8,39409,1753
7500,2020-07-17,Connecticut,9,47893,4396
7501,2020-07-17,Delaware,10,13337,521
7502,2020-07-17,District of Columbia,11,11115,577
7503,2020-07-17,Florida,12,327233,4804
7504,2020-07-17,Georgia,13,124267,3071
7505,2020-07-17,Guam,66,1283,6
7506,2020-07-17,Hawaii,15,1312,22
7507,2020-07-17,Idaho,16,13879,119
7508,2020-07-17,Illinois,17,161042,7468
7509,2020-07-17,Indiana,18,56160,2803
7510,2020-07-17,Iowa,19,37903,785
7511,2020-07-17,Kansas,20,22199,310
7512,2020-07-17,Kentucky,21,22162,687
7513,2020-07-17,Louisiana,22,88700,3509
7514,2020-07-17,Maine,23,3636,115
7515,2020-07-17,Maryland,24,76941,3359
7516,2020-07-17,Massachusetts,25,112879,8402
7517,2020-07-17,Michigan,26,80752,6358
7518,2020-07-17,Minnesota,27,45053,1573
7519,2020-07-17,Mississippi,28,40829,1332
7520,2020-07-17,Missouri,29,33536,1151
7521,2020-07-17,Montana,30,2383,37
7522,2020-07-17,Nebraska,31,22361,308
7523,2020-07-17,Nevada,32,33372,638
7524,2020-07-17,New Hampshire,33,6165,395
7525,2020-07-17,New Jersey,34,178525,15684
7526,2020-07-17,New Mexico,35,16456,565
7527,2020-07-17,New York,36,410254,32147
7528,2020-07-17,North Carolina,37,95633,1638
7529,2020-07-17,North Dakota,38,4796,94
7530,2020-07-17,Northern Mariana Islands,69,37,2
7531,2020-07-17,Ohio,39,72280,3112
7532,2020-07-17,Oklahoma,40,24140,445
7533,2020-07-17,Oregon,41,13842,256
7534,2020-07-17,Pennsylvania,42,104172,7057
7535,2020-07-17,Puerto Rico,72,11120,177
7536,2020-07-17,Rhode Island,44,17793,990
7537,2020-07-17,South Carolina,45,66060,1096
7538,2020-07-17,South Dakota,46,7789,116
7539,2020-07-17,Tennessee,47,72072,805
7540,2020-07-17,Texas,48,321254,3889
7541,2020-07-17,Utah,49,32572,238
7542,2020-07-17,Vermont,50,1334,56
7543,2020-07-17,Virgin Islands,78,283,6
7544,2020-07-17,Virginia,51,75304,2012
7545,2020-07-17,Washington,53,47226,1498
7546,2020-07-17,West Virginia,54,4783,100
7547,2020-07-17,Wisconsin,55,44243,842
7548,2020-07-17,Wyoming,56,2069,24
7549,2020-07-18,Alabama,1,65234,1286
7550,2020-07-18,Alaska,2,2157,16
7551,2020-07-18,Arizona,4,141333,2733
7552,2020-07-18,Arkansas,5,32533,357
7553,2020-07-18,California,6,383194,7697
7554,2020-07-18,Colorado,8,39811,1753
7555,2020-07-18,Connecticut,9,47893,4396
7556,2020-07-18,Delaware,10,13429,523
7557,2020-07-18,District of Columbia,11,11194,578
7558,2020-07-18,Florida,12,337561,4894
7559,2020-07-18,Georgia,13,128341,3105
7560,2020-07-18,Guam,66,1284,6
7561,2020-07-18,Hawaii,15,1332,23
7562,2020-07-18,Idaho,16,14433,120
7563,2020-07-18,Illinois,17,162299,7486
7564,2020-07-18,Indiana,18,57045,2820
7565,2020-07-18,Iowa,19,38314,790
7566,2020-07-18,Kansas,20,22238,312
7567,2020-07-18,Kentucky,21,22750,688
7568,2020-07-18,Louisiana,22,88700,3509
7569,2020-07-18,Maine,23,3646,117
7570,2020-07-18,Maryland,24,77773,3368
7571,2020-07-18,Massachusetts,25,113238,8419
7572,2020-07-18,Michigan,26,81384,6367
7573,2020-07-18,Minnesota,27,45510,1578
7574,2020-07-18,Mississippi,28,41846,1346
7575,2020-07-18,Missouri,29,34363,1158
7576,2020-07-18,Montana,30,2471,37
7577,2020-07-18,Nebraska,31,22545,308
7578,2020-07-18,Nevada,32,34606,647
7579,2020-07-18,New Hampshire,33,6188,396
7580,2020-07-18,New Jersey,34,178788,15699
7581,2020-07-18,New Mexico,35,16736,569
7582,2020-07-18,New York,36,411006,32167
7583,2020-07-18,North Carolina,37,98067,1653
7584,2020-07-18,North Dakota,38,4911,94
7585,2020-07-18,Northern Mariana Islands,69,37,2
7586,2020-07-18,Ohio,39,73822,3132
7587,2020-07-18,Oklahoma,40,25056,451
7588,2020-07-18,Oregon,41,14231,259
7589,2020-07-18,Pennsylvania,42,104780,7068
7590,2020-07-18,Puerto Rico,72,11453,178
7591,2020-07-18,Rhode Island,44,17793,990
7592,2020-07-18,South Carolina,45,67612,1135
7593,2020-07-18,South Dakota,46,7862,116
7594,2020-07-18,Tennessee,47,74518,828
7595,2020-07-18,Texas,48,330059,3972
7596,2020-07-18,Utah,49,33430,243
7597,2020-07-18,Vermont,50,1338,56
7598,2020-07-18,Virgin Islands,78,297,6
7599,2020-07-18,Virginia,51,76241,2024
7600,2020-07-18,Washington,53,47889,1509
7601,2020-07-18,West Virginia,54,4922,100
7602,2020-07-18,Wisconsin,55,45118,852
7603,2020-07-18,Wyoming,56,2108,24
7604,2020-07-19,Alabama,1,67011,1287
7605,2020-07-19,Alaska,2,2275,16
7606,2020-07-19,Arizona,4,143644,2768
7607,2020-07-19,Arkansas,5,33228,357
7608,2020-07-19,California,6,391460,7710
7609,2020-07-19,Colorado,8,40182,1753
7610,2020-07-19,Connecticut,9,47893,4396
7611,2020-07-19,Delaware,10,13519,523
7612,2020-07-19,District of Columbia,11,11261,578
7613,2020-07-19,Florida,12,350039,4981
7614,2020-07-19,Georgia,13,130794,3110
7615,2020-07-19,Guam,66,1284,6
7616,2020-07-19,Hawaii,15,1359,23
7617,2020-07-19,Idaho,16,14960,120
7618,2020-07-19,Illinois,17,163284,7491
7619,2020-07-19,Indiana,18,57965,2822
7620,2020-07-19,Iowa,19,38813,793
7621,2020-07-19,Kansas,20,22459,313
7622,2020-07-19,Kentucky,21,23600,691
7623,2020-07-19,Louisiana,22,91816,3543
7624,2020-07-19,Maine,23,3687,117
7625,2020-07-19,Maryland,24,78698,3377
7626,2020-07-19,Massachusetts,25,113534,8431
7627,2020-07-19,Michigan,26,81935,6369
7628,2020-07-19,Minnesota,27,46244,1581
7629,2020-07-19,Mississippi,28,42638,1355
7630,2020-07-19,Missouri,29,35154,1158
7631,2020-07-19,Montana,30,2533,37
7632,2020-07-19,Nebraska,31,22637,308
7633,2020-07-19,Nevada,32,35826,648
7634,2020-07-19,New Hampshire,33,6203,398
7635,2020-07-19,New Jersey,34,178757,15706
7636,2020-07-19,New Mexico,35,16971,571
7637,2020-07-19,New York,36,411515,32187
7638,2020-07-19,North Carolina,37,99841,1661
7639,2020-07-19,North Dakota,38,5023,96
7640,2020-07-19,Northern Mariana Islands,69,37,2
7641,2020-07-19,Ohio,39,74932,3174
7642,2020-07-19,Oklahoma,40,25265,451
7643,2020-07-19,Oregon,41,14586,262
7644,2020-07-19,Pennsylvania,42,105384,7074
7645,2020-07-19,Puerto Rico,72,12063,178
7646,2020-07-19,Rhode Island,44,17793,990
7647,2020-07-19,South Carolina,45,69986,1155
7648,2020-07-19,South Dakota,46,7906,118
7649,2020-07-19,Tennessee,47,76180,834
7650,2020-07-19,Texas,48,338036,4033
7651,2020-07-19,Utah,49,34117,243
7652,2020-07-19,Vermont,50,1350,56
7653,2020-07-19,Virgin Islands,78,297,6
7654,2020-07-19,Virginia,51,77298,2026
7655,2020-07-19,Washington,53,48601,1512
7656,2020-07-19,West Virginia,54,5042,100
7657,2020-07-19,Wisconsin,55,45953,853
7658,2020-07-19,Wyoming,56,2126,24
7659,2020-07-20,Alabama,1,68891,1291
7660,2020-07-20,Alaska,2,2412,16
7661,2020-07-20,Arizona,4,145320,2795
7662,2020-07-20,Arkansas,5,33927,363
7663,2020-07-20,California,6,400195,7764
7664,2020-07-20,Colorado,8,40649,1759
7665,2020-07-20,Connecticut,9,48055,4406
7666,2020-07-20,Delaware,10,13624,523
7667,2020-07-20,District of Columbia,11,11339,579
7668,2020-07-20,Florida,12,360386,5071
7669,2020-07-20,Georgia,13,132788,3113
7670,2020-07-20,Guam,66,1288,6
7671,2020-07-20,Hawaii,15,1371,23
7672,2020-07-20,Idaho,16,15380,123
7673,2020-07-20,Illinois,17,164552,7500
7674,2020-07-20,Indiana,18,58607,2825
7675,2020-07-20,Iowa,19,39343,798
7676,2020-07-20,Kansas,20,23544,318
7677,2020-07-20,Kentucky,21,23978,694
7678,2020-07-20,Louisiana,22,95002,3572
7679,2020-07-20,Maine,23,3711,117
7680,2020-07-20,Maryland,24,79251,3382
7681,2020-07-20,Massachusetts,25,113789,8433
7682,2020-07-20,Michigan,26,82486,6377
7683,2020-07-20,Minnesota,27,47147,1585
7684,2020-07-20,Mississippi,28,43889,1358
7685,2020-07-20,Missouri,29,36044,1164
7686,2020-07-20,Montana,30,2640,39
7687,2020-07-20,Nebraska,31,22847,313
7688,2020-07-20,Nevada,32,36805,650
7689,2020-07-20,New Hampshire,33,6249,398
7690,2020-07-20,New Jersey,34,178937,15715
7691,2020-07-20,New Mexico,35,17215,578
7692,2020-07-20,New York,36,412034,32203
7693,2020-07-20,North Carolina,37,101176,1676
7694,2020-07-20,North Dakota,38,5130,97
7695,2020-07-20,Northern Mariana Islands,69,37,2
7696,2020-07-20,Ohio,39,76168,3189
7697,2020-07-20,Oklahoma,40,25433,452
7698,2020-07-20,Oregon,41,14907,264
7699,2020-07-20,Pennsylvania,42,106498,7076
7700,2020-07-20,Puerto Rico,72,12461,180
7701,2020-07-20,Rhode Island,44,17904,995
7702,2020-07-20,South Carolina,45,71445,1164
7703,2020-07-20,South Dakota,46,7943,118
7704,2020-07-20,Tennessee,47,77944,838
7705,2020-07-20,Texas,48,345672,4160
7706,2020-07-20,Utah,49,34526,249
7707,2020-07-20,Vermont,50,1360,56
7708,2020-07-20,Virgin Islands,78,308,6
7709,2020-07-20,Virginia,51,78243,2030
7710,2020-07-20,Washington,53,49949,1521
7711,2020-07-20,West Virginia,54,5142,100
7712,2020-07-20,Wisconsin,55,46754,855
7713,2020-07-20,Wyoming,56,2187,24
7714,2020-07-21,Alabama,1,70358,1303
7715,2020-07-21,Alaska,2,2523,16
7716,2020-07-21,Arizona,4,148730,2918
7717,2020-07-21,Arkansas,5,34655,374
7718,2020-07-21,California,6,410366,7883
7719,2020-07-21,Colorado,8,41152,1764
7720,2020-07-21,Connecticut,9,48096,4406
7721,2020-07-21,Delaware,10,13746,525
7722,2020-07-21,District of Columbia,11,11427,580
7723,2020-07-21,Florida,12,369826,5205
7724,2020-07-21,Georgia,13,135865,3186
7725,2020-07-21,Guam,66,1296,6
7726,2020-07-21,Hawaii,15,1396,23
7727,2020-07-21,Idaho,16,15899,127
7728,2020-07-21,Illinois,17,165534,7521
7729,2020-07-21,Indiana,18,59344,2846
7730,2020-07-21,Iowa,19,39721,808
7731,2020-07-21,Kansas,20,23606,319
7732,2020-07-21,Kentucky,21,24638,695
7733,2020-07-21,Louisiana,22,96693,3608
7734,2020-07-21,Maine,23,3723,118
7735,2020-07-21,Maryland,24,80111,3402
7736,2020-07-21,Massachusetts,25,114033,8450
7737,2020-07-21,Michigan,26,83184,6385
7738,2020-07-21,Minnesota,27,47497,1588
7739,2020-07-21,Mississippi,28,45524,1389
7740,2020-07-21,Missouri,29,37248,1175
7741,2020-07-21,Montana,30,2741,40
7742,2020-07-21,Nebraska,31,23190,313
7743,2020-07-21,Nevada,32,37605,680
7744,2020-07-21,New Hampshire,33,6262,400
7745,2020-07-21,New Jersey,34,179230,15737
7746,2020-07-21,New Mexico,35,17517,588
7747,2020-07-21,New York,36,412889,32218
7748,2020-07-21,North Carolina,37,103047,1702
7749,2020-07-21,North Dakota,38,5211,98
7750,2020-07-21,Northern Mariana Islands,69,38,2
7751,2020-07-21,Ohio,39,77215,3219
7752,2020-07-21,Oklahoma,40,26326,461
7753,2020-07-21,Oregon,41,15257,272
7754,2020-07-21,Pennsylvania,42,107460,7094
7755,2020-07-21,Puerto Rico,72,12940,180
7756,2020-07-21,Rhode Island,44,17986,996
7757,2020-07-21,South Carolina,45,73337,1221
7758,2020-07-21,South Dakota,46,8019,118
7759,2020-07-21,Tennessee,47,80026,863
7760,2020-07-21,Texas,48,355594,4319
7761,2020-07-21,Utah,49,35089,255
7762,2020-07-21,Vermont,50,1366,56
7763,2020-07-21,Virgin Islands,78,308,6
7764,2020-07-21,Virginia,51,79228,2047
7765,2020-07-21,Washington,53,50746,1531
7766,2020-07-21,West Virginia,54,5199,101
7767,2020-07-21,Wisconsin,55,47893,868
7768,2020-07-21,Wyoming,56,2238,25
7769,2020-07-22,Alabama,1,71813,1364
7770,2020-07-22,Alaska,2,2617,17
7771,2020-07-22,Arizona,4,150659,2976
7772,2020-07-22,Arkansas,5,35246,380
7773,2020-07-22,California,6,422528,8038
7774,2020-07-22,Colorado,8,41747,1772
7775,2020-07-22,Connecticut,9,48223,4406
7776,2020-07-22,Delaware,10,13792,527
7777,2020-07-22,District of Columbia,11,11529,580
7778,2020-07-22,Florida,12,379611,5344
7779,2020-07-22,Georgia,13,139120,3264
7780,2020-07-22,Guam,66,1299,6
7781,2020-07-22,Hawaii,15,1413,24
7782,2020-07-22,Idaho,16,16395,136
7783,2020-07-22,Illinois,17,167142,7544
7784,2020-07-22,Indiana,18,60126,2863
7785,2020-07-22,Iowa,19,40208,814
7786,2020-07-22,Kansas,20,24376,324
7787,2020-07-22,Kentucky,21,25169,700
7788,2020-07-22,Louisiana,22,99466,3670
7789,2020-07-22,Maine,23,3723,118
7790,2020-07-22,Maryland,24,80738,3405
7791,2020-07-22,Massachusetts,25,114320,8468
7792,2020-07-22,Michigan,26,83891,6391
7793,2020-07-22,Minnesota,27,48001,1592
7794,2020-07-22,Mississippi,28,47071,1423
7795,2020-07-22,Missouri,29,38454,1196
7796,2020-07-22,Montana,30,2840,42
7797,2020-07-22,Nebraska,31,23486,314
7798,2020-07-22,Nevada,32,38759,705
7799,2020-07-22,New Hampshire,33,6295,402
7800,2020-07-22,New Jersey,34,179565,15707
7801,2020-07-22,New Mexico,35,17828,591
7802,2020-07-22,New York,36,413595,32228
7803,2020-07-22,North Carolina,37,105138,1729
7804,2020-07-22,North Dakota,38,5371,100
7805,2020-07-22,Northern Mariana Islands,69,38,2
7806,2020-07-22,Ohio,39,78742,3235
7807,2020-07-22,Oklahoma,40,27301,474
7808,2020-07-22,Oregon,41,15436,274
7809,2020-07-22,Pennsylvania,42,108267,7125
7810,2020-07-22,Puerto Rico,72,13038,185
7811,2020-07-22,Rhode Island,44,18062,997
7812,2020-07-22,South Carolina,45,75042,1285
7813,2020-07-22,South Dakota,46,8077,119
7814,2020-07-22,Tennessee,47,82172,878
7815,2020-07-22,Texas,48,366561,4522
7816,2020-07-22,Utah,49,35677,262
7817,2020-07-22,Vermont,50,1366,56
7818,2020-07-22,Virgin Islands,78,336,7
7819,2020-07-22,Virginia,51,80248,2050
7820,2020-07-22,Washington,53,51442,1534
7821,2020-07-22,West Virginia,54,5461,102
7822,2020-07-22,Wisconsin,55,48777,874
7823,2020-07-22,Wyoming,56,2288,25
7824,2020-07-23,Alabama,1,74212,1397
7825,2020-07-23,Alaska,2,2682,17
7826,2020-07-23,Arizona,4,153029,3067
7827,2020-07-23,Arkansas,5,36259,386
