,date,state,fips,cases,deaths
7828,2020-07-23,California,6,433175,8190
7829,2020-07-23,Colorado,8,42409,1788
7830,2020-07-23,Connecticut,9,48232,4410
7831,2020-07-23,Delaware,10,13924,529
7832,2020-07-23,District of Columbia,11,11571,581
7833,2020-07-23,Florida,12,389860,5517
7834,2020-07-23,Georgia,13,143857,3288
7835,2020-07-23,Guam,66,1301,6
7836,2020-07-23,Hawaii,15,1468,25
7837,2020-07-23,Idaho,16,16862,142
7838,2020-07-23,Illinois,17,168766,7563
7839,2020-07-23,Indiana,18,61079,2880
7840,2020-07-23,Iowa,19,40796,820
7841,2020-07-23,Kansas,20,24518,326
7842,2020-07-23,Kentucky,21,25828,706
7843,2020-07-23,Louisiana,22,101762,3686
7844,2020-07-23,Maine,23,3737,118
7845,2020-07-23,Maryland,24,81396,3409
7846,2020-07-23,Massachusetts,25,114647,8484
7847,2020-07-23,Michigan,26,84585,6397
7848,2020-07-23,Minnesota,27,48761,1601
7849,2020-07-23,Mississippi,28,48053,1436
7850,2020-07-23,Missouri,29,39923,1212
7851,2020-07-23,Montana,30,2924,43
7852,2020-07-23,Nebraska,31,23818,318
7853,2020-07-23,Nevada,32,40088,709
7854,2020-07-23,New Hampshire,33,6318,405
7855,2020-07-23,New Jersey,34,179807,15730
7856,2020-07-23,New Mexico,35,18163,596
7857,2020-07-23,New York,36,414405,32270
7858,2020-07-23,North Carolina,37,107050,1754
7859,2020-07-23,North Dakota,38,5497,101
7860,2020-07-23,Northern Mariana Islands,69,38,2
7861,2020-07-23,Ohio,39,80186,3256
7862,2020-07-23,Oklahoma,40,27969,477
7863,2020-07-23,Oregon,41,15765,277
7864,2020-07-23,Pennsylvania,42,109153,7142
7865,2020-07-23,Puerto Rico,72,13473,188
7866,2020-07-23,Rhode Island,44,18148,1001
7867,2020-07-23,South Carolina,45,76606,1334
7868,2020-07-23,South Dakota,46,8143,121
7869,2020-07-23,Tennessee,47,84652,913
7870,2020-07-23,Texas,48,376104,4714
7871,2020-07-23,Utah,49,36178,271
7872,2020-07-23,Vermont,50,1377,56
7873,2020-07-23,Virgin Islands,78,342,7
7874,2020-07-23,Virginia,51,81090,2053
7875,2020-07-23,Washington,53,52255,1548
7876,2020-07-23,West Virginia,54,5550,103
7877,2020-07-23,Wisconsin,55,49751,887
7878,2020-07-23,Wyoming,56,2347,25
7879,2020-07-24,Alabama,1,76005,1438
7880,2020-07-24,Alaska,2,2746,17
7881,2020-07-24,Arizona,4,156392,3156
7882,2020-07-24,Arkansas,5,37249,394
7883,2020-07-24,California,6,443096,8325
7884,2020-07-24,Colorado,8,43098,1791
7885,2020-07-24,Connecticut,9,48776,4413
7886,2020-07-24,Delaware,10,14202,578
7887,2020-07-24,District of Columbia,11,11649,581
7888,2020-07-24,Florida,12,402304,5652
7889,2020-07-24,Georgia,13,147732,3368
7890,2020-07-24,Guam,66,1306,6
7891,2020-07-24,Hawaii,15,1526,25
7892,2020-07-24,Idaho,16,17411,148
7893,2020-07-24,Illinois,17,170376,7580
7894,2020-07-24,Indiana,18,62081,2884
7895,2020-07-24,Iowa,19,41434,826
7896,2020-07-24,Kansas,20,25403,330
7897,2020-07-24,Kentucky,21,26628,715
7898,2020-07-24,Louisiana,22,103846,3715
7899,2020-07-24,Maine,23,3757,118
7900,2020-07-24,Maryland,24,82326,3422
7901,2020-07-24,Massachusetts,25,114985,8498
7902,2020-07-24,Michigan,26,85238,6402
7903,2020-07-24,Minnesota,27,49528,1606
7904,2020-07-24,Mississippi,28,49663,1463
7905,2020-07-24,Missouri,29,41224,1221
7906,2020-07-24,Montana,30,3113,46
7907,2020-07-24,Nebraska,31,24174,322
7908,2020-07-24,Nevada,32,41013,722
7909,2020-07-24,New Hampshire,33,6375,407
7910,2020-07-24,New Jersey,34,180265,15765
7911,2020-07-24,New Mexico,35,18475,601
7912,2020-07-24,New York,36,415163,32278
7913,2020-07-24,North Carolina,37,109206,1769
7914,2020-07-24,North Dakota,38,5618,103
7915,2020-07-24,Northern Mariana Islands,69,38,2
7916,2020-07-24,Ohio,39,81746,3297
7917,2020-07-24,Oklahoma,40,29116,484
7918,2020-07-24,Oregon,41,16172,285
7919,2020-07-24,Pennsylvania,42,110342,7162
7920,2020-07-24,Puerto Rico,72,13967,191
7921,2020-07-24,Rhode Island,44,18224,1002
7922,2020-07-24,South Carolina,45,78607,1385
7923,2020-07-24,South Dakota,46,8200,122
7924,2020-07-24,Tennessee,47,86667,926
7925,2020-07-24,Texas,48,383662,4876
7926,2020-07-24,Utah,49,37063,277
7927,2020-07-24,Vermont,50,1385,56
7928,2020-07-24,Virgin Islands,78,352,7
7929,2020-07-24,Virginia,51,82215,2066
7930,2020-07-24,Washington,53,53278,1590
7931,2020-07-24,West Virginia,54,5695,103
7932,2020-07-24,Wisconsin,55,50895,887
7933,2020-07-24,Wyoming,56,2405,25
7934,2020-07-25,Alabama,1,78130,1456
7935,2020-07-25,Alaska,2,2866,18
7936,2020-07-25,Arizona,4,160055,3288
7937,2020-07-25,Arkansas,5,37981,399
7938,2020-07-25,California,6,453327,8428
7939,2020-07-25,Colorado,8,43847,1795
7940,2020-07-25,Connecticut,9,48776,4413
7941,2020-07-25,Delaware,10,14175,579
7942,2020-07-25,District of Columbia,11,11717,581
7943,2020-07-25,Florida,12,414503,5776
7944,2020-07-25,Georgia,13,151262,3421
7945,2020-07-25,Guam,66,1306,6
7946,2020-07-25,Hawaii,15,1597,25
7947,2020-07-25,Idaho,16,17920,150
7948,2020-07-25,Illinois,17,171669,7593
7949,2020-07-25,Indiana,18,63030,2895
7950,2020-07-25,Iowa,19,41886,826
7951,2020-07-25,Kansas,20,25464,333
7952,2020-07-25,Kentucky,21,27395,717
7953,2020-07-25,Louisiana,22,103846,3715
7954,2020-07-25,Maine,23,3790,119
7955,2020-07-25,Maryland,24,83617,3433
7956,2020-07-25,Massachusetts,25,115268,8510
7957,2020-07-25,Michigan,26,85665,6402
7958,2020-07-25,Minnesota,27,50331,1611
7959,2020-07-25,Mississippi,28,51097,1480
7960,2020-07-25,Missouri,29,42310,1224
7961,2020-07-25,Montana,30,3260,46
7962,2020-07-25,Nebraska,31,24412,322
7963,2020-07-25,Nevada,32,41993,733
7964,2020-07-25,New Hampshire,33,6415,409
7965,2020-07-25,New Jersey,34,180778,15776
7966,2020-07-25,New Mexico,35,18788,607
7967,2020-07-25,New York,36,415911,32295
7968,2020-07-25,North Carolina,37,111282,1801
7969,2020-07-25,North Dakota,38,5740,103
7970,2020-07-25,Northern Mariana Islands,69,40,2
7971,2020-07-25,Ohio,39,83184,3297
7972,2020-07-25,Oklahoma,40,30081,496
7973,2020-07-25,Oregon,41,16492,286
7974,2020-07-25,Pennsylvania,42,111121,7167
7975,2020-07-25,Puerto Rico,72,14540,201
7976,2020-07-25,Rhode Island,44,18224,1002
7977,2020-07-25,South Carolina,45,80008,1465
7978,2020-07-25,South Dakota,46,8305,122
7979,2020-07-25,Tennessee,47,88459,953
7980,2020-07-25,Texas,48,391609,5002
7981,2020-07-25,Utah,49,37623,278
7982,2020-07-25,Vermont,50,1396,56
7983,2020-07-25,Virgin Islands,78,352,7
7984,2020-07-25,Virginia,51,83460,2073
7985,2020-07-25,Washington,53,53883,1591
7986,2020-07-25,West Virginia,54,5821,103
7987,2020-07-25,Wisconsin,55,51735,900
7988,2020-07-25,Wyoming,56,2446,25
7989,2020-07-26,Alabama,1,79294,1473
7990,2020-07-26,Alaska,2,3100,18
7991,2020-07-26,Arizona,4,162041,3313
7992,2020-07-26,Arkansas,5,38623,401
7993,2020-07-26,California,6,459338,8451
7994,2020-07-26,Colorado,8,44364,1795
7995,2020-07-26,Connecticut,9,48776,4413
7996,2020-07-26,Delaware,10,14290,579
7997,2020-07-26,District of Columbia,11,11780,581
7998,2020-07-26,Florida,12,423847,5853
7999,2020-07-26,Georgia,13,153476,3424
8000,2020-07-26,Guam,66,1306,6
8001,2020-07-26,Hawaii,15,1660,25
8002,2020-07-26,Idaho,16,18262,150
8003,2020-07-26,Illinois,17,173079,7595
8004,2020-07-26,Indiana,18,63881,2903
8005,2020-07-26,Iowa,19,42357,829
8006,2020-07-26,Kansas,20,25649,335
8007,2020-07-26,Kentucky,21,27682,718
8008,2020-07-26,Louisiana,22,107686,3763
8009,2020-07-26,Maine,23,3814,119
8010,2020-07-26,Maryland,24,84306,3440
8011,2020-07-26,Massachusetts,25,115637,8529
8012,2020-07-26,Michigan,26,86750,6402
8013,2020-07-26,Minnesota,27,51193,1614
8014,2020-07-26,Mississippi,28,52304,1495
8015,2020-07-26,Missouri,29,43477,1231
8016,2020-07-26,Montana,30,3342,46
8017,2020-07-26,Nebraska,31,24618,322
8018,2020-07-26,Nevada,32,42919,734
8019,2020-07-26,New Hampshire,33,6436,409
8020,2020-07-26,New Jersey,34,181283,15787
8021,2020-07-26,New Mexico,35,19053,614
8022,2020-07-26,New York,36,416443,32305
8023,2020-07-26,North Carolina,37,112802,1807
8024,2020-07-26,North Dakota,38,5880,103
8025,2020-07-26,Northern Mariana Islands,69,40,2
8026,2020-07-26,Ohio,39,84073,3307
8027,2020-07-26,Oklahoma,40,31285,496
8028,2020-07-26,Oregon,41,16764,291
8029,2020-07-26,Pennsylvania,42,111773,7170
8030,2020-07-26,Puerto Rico,72,15143,201
8031,2020-07-26,Rhode Island,44,18224,1002
8032,2020-07-26,South Carolina,45,81199,1491
8033,2020-07-26,South Dakota,46,8395,123
8034,2020-07-26,Tennessee,47,91330,955
8035,2020-07-26,Texas,48,395738,5090
8036,2020-07-26,Utah,49,37973,278
8037,2020-07-26,Vermont,50,1400,56
8038,2020-07-26,Virgin Islands,78,361,7
8039,2020-07-26,Virginia,51,84418,2076
8040,2020-07-26,Washington,53,54421,1595
8041,2020-07-26,West Virginia,54,5960,103
8042,2020-07-26,Wisconsin,55,52685,901
8043,2020-07-26,Wyoming,56,2475,25
8044,2020-07-27,Alabama,1,81115,1491
8045,2020-07-27,Alaska,2,3204,19
8046,2020-07-27,Arizona,4,163918,3320
8047,2020-07-27,Arkansas,5,39447,408
8048,2020-07-27,California,6,467103,8544
8049,2020-07-27,Colorado,8,44723,1800
8050,2020-07-27,Connecticut,9,48983,4418
8051,2020-07-27,Delaware,10,14406,579
8052,2020-07-27,District of Columbia,11,11858,582
8053,2020-07-27,Florida,12,432739,5930
8054,2020-07-27,Georgia,13,155907,3435
8055,2020-07-27,Guam,66,1315,6
8056,2020-07-27,Hawaii,15,1688,25
8057,2020-07-27,Idaho,16,18836,159
8058,2020-07-27,Illinois,17,174442,7619
8059,2020-07-27,Indiana,18,64417,2906
8060,2020-07-27,Iowa,19,42696,836
8061,2020-07-27,Kansas,20,26439,338
8062,2020-07-27,Kentucky,21,28250,726
8063,2020-07-27,Louisiana,22,110029,3786
8064,2020-07-27,Maine,23,3832,119
8065,2020-07-27,Maryland,24,85436,3447
8066,2020-07-27,Massachusetts,25,115926,8536
8067,2020-07-27,Michigan,26,87329,6407
8068,2020-07-27,Minnesota,27,51843,1616
8069,2020-07-27,Mississippi,28,52957,1501
8070,2020-07-27,Missouri,29,44813,1245
8071,2020-07-27,Montana,30,3406,47
8072,2020-07-27,Nebraska,31,24899,322
8073,2020-07-27,Nevada,32,43880,739
8074,2020-07-27,New Hampshire,33,6441,409
8075,2020-07-27,New Jersey,34,181732,15804
8076,2020-07-27,New Mexico,35,19502,619
8077,2020-07-27,New York,36,417056,32322
8078,2020-07-27,North Carolina,37,114612,1815
8079,2020-07-27,North Dakota,38,5990,103
8080,2020-07-27,Northern Mariana Islands,69,40,2
8081,2020-07-27,Ohio,39,85177,3344
8082,2020-07-27,Oklahoma,40,32529,495
8083,2020-07-27,Oregon,41,17122,289
8084,2020-07-27,Pennsylvania,42,112995,7174
8085,2020-07-27,Puerto Rico,72,15431,201
8086,2020-07-27,Rhode Island,44,18515,1004
8087,2020-07-27,South Carolina,45,82417,1506
8088,2020-07-27,South Dakota,46,8444,123
8089,2020-07-27,Tennessee,47,93869,965
8090,2020-07-27,Texas,48,402295,6292
8091,2020-07-27,Utah,49,38439,285
8092,2020-07-27,Vermont,50,1402,56
8093,2020-07-27,Virgin Islands,78,375,7
8094,2020-07-27,Virginia,51,85923,2080
8095,2020-07-27,Washington,53,55547,1610
8096,2020-07-27,West Virginia,54,6054,106
8097,2020-07-27,Wisconsin,55,53323,905
8098,2020-07-27,Wyoming,56,2520,25
8099,2020-07-28,Alabama,1,82366,1491
8100,2020-07-28,Alaska,2,3348,20
8101,2020-07-28,Arizona,4,165994,3424
8102,2020-07-28,Arkansas,5,40181,428
8103,2020-07-28,California,6,474951,8716
8104,2020-07-28,Colorado,8,45420,1809
8105,2020-07-28,Connecticut,9,49077,4423
8106,2020-07-28,Delaware,10,14476,580
8107,2020-07-28,District of Columbia,11,11945,583
8108,2020-07-28,Florida,12,441969,6116
8109,2020-07-28,Georgia,13,160038,3488
8110,2020-07-28,Guam,66,1318,6
8111,2020-07-28,Hawaii,15,1734,25
8112,2020-07-28,Idaho,16,19318,168
8113,2020-07-28,Illinois,17,175588,7645
8114,2020-07-28,Indiana,18,65258,2924
8115,2020-07-28,Iowa,19,42928,839
8116,2020-07-28,Kansas,20,26494,344
8117,2020-07-28,Kentucky,21,28876,735
8118,2020-07-28,Louisiana,22,111150,3812
8119,2020-07-28,Maine,23,3838,121
8120,2020-07-28,Maryland,24,86091,3458
8121,2020-07-28,Massachusetts,25,116182,8551
8122,2020-07-28,Michigan,26,88025,6426
8123,2020-07-28,Minnesota,27,52321,1620
8124,2020-07-28,Mississippi,28,54299,1543
8125,2020-07-28,Missouri,29,46225,1263
8126,2020-07-28,Montana,30,3491,52
8127,2020-07-28,Nebraska,31,25140,326
8128,2020-07-28,Nevada,32,44991,760
8129,2020-07-28,New Hampshire,33,6500,409
8130,2020-07-28,New Jersey,34,182215,15825
8131,2020-07-28,New Mexico,35,19791,626
8132,2020-07-28,New York,36,417591,32333
8133,2020-07-28,North Carolina,37,116300,1847
8134,2020-07-28,North Dakota,38,6145,104
8135,2020-07-28,Northern Mariana Islands,69,40,2
8136,2020-07-28,Ohio,39,86497,3382
8137,2020-07-28,Oklahoma,40,33757,509
8138,2020-07-28,Oregon,41,17419,305
8139,2020-07-28,Pennsylvania,42,114129,7197
8140,2020-07-28,Puerto Rico,72,15840,209
8141,2020-07-28,Rhode Island,44,18725,1005
8142,2020-07-28,South Carolina,45,84109,1565
8143,2020-07-28,South Dakota,46,8492,123
8144,2020-07-28,Tennessee,47,96318,988
8145,2020-07-28,Texas,48,412849,6518
8146,2020-07-28,Utah,49,38877,290
8147,2020-07-28,Vermont,50,1405,56
8148,2020-07-28,Virgin Islands,78,375,7
8149,2020-07-28,Virginia,51,86839,2093
8150,2020-07-28,Washington,53,56575,1632
8151,2020-07-28,West Virginia,54,6173,111
8152,2020-07-28,Wisconsin,55,54114,916
8153,2020-07-28,Wyoming,56,2589,26
8154,2020-07-29,Alabama,1,83782,1538
8155,2020-07-29,Alaska,2,3440,20
8156,2020-07-29,Arizona,4,168361,3470
8157,2020-07-29,Arkansas,5,40968,434
8158,2020-07-29,California,6,486039,8884
8159,2020-07-29,Colorado,8,45885,1826
8160,2020-07-29,Connecticut,9,49540,4425
8161,2020-07-29,Delaware,10,14602,581
8162,2020-07-29,District of Columbia,11,11999,584
8163,2020-07-29,Florida,12,451415,6332
8164,2020-07-29,Georgia,13,163547,3566
8165,2020-07-29,Guam,66,1320,6
8166,2020-07-29,Hawaii,15,1842,25
8167,2020-07-29,Idaho,16,19810,176
8168,2020-07-29,Illinois,17,176967,7661
8169,2020-07-29,Indiana,18,65918,2932
8170,2020-07-29,Iowa,19,43623,854
8171,2020-07-29,Kansas,20,27177,349
8172,2020-07-29,Kentucky,21,29479,746
8173,2020-07-29,Louisiana,22,112887,3883
8174,2020-07-29,Maine,23,3866,121
8175,2020-07-29,Maryland,24,86846,3478
8176,2020-07-29,Massachusetts,25,116684,8580
8177,2020-07-29,Michigan,26,89026,6426
8178,2020-07-29,Minnesota,27,52987,1629
8179,2020-07-29,Mississippi,28,55804,1563
8180,2020-07-29,Missouri,29,47683,1269
8181,2020-07-29,Montana,30,3695,54
8182,2020-07-29,Nebraska,31,25448,331
8183,2020-07-29,Nevada,32,45937,782
8184,2020-07-29,New Hampshire,33,6513,411
8185,2020-07-29,New Jersey,34,182475,15798
8186,2020-07-29,New Mexico,35,20136,632
8187,2020-07-29,New York,36,418302,32342
8188,2020-07-29,North Carolina,37,118027,1889
8189,2020-07-29,North Dakota,38,6231,106
8190,2020-07-29,Northern Mariana Islands,69,40,2
8191,2020-07-29,Ohio,39,87893,3422
8192,2020-07-29,Oklahoma,40,34605,523
8193,2020-07-29,Oregon,41,17805,313
8194,2020-07-29,Pennsylvania,42,114984,7219
8195,2020-07-29,Puerto Rico,72,16061,211
8196,2020-07-29,Rhode Island,44,18800,1007
8197,2020-07-29,South Carolina,45,85846,1615
8198,2020-07-29,South Dakota,46,8641,129
8199,2020-07-29,Tennessee,47,98145,1008
8200,2020-07-29,Texas,48,421891,6834
8201,2020-07-29,Utah,49,39339,297
8202,2020-07-29,Vermont,50,1406,56
8203,2020-07-29,Virgin Islands,78,385,8
8204,2020-07-29,Virginia,51,87837,2122
8205,2020-07-29,Washington,53,57299,1642
8206,2020-07-29,West Virginia,54,6326,112
8207,2020-07-29,Wisconsin,55,55119,920
8208,2020-07-29,Wyoming,56,2628,26
8209,2020-07-30,Alabama,1,85762,1565
8210,2020-07-30,Alaska,2,3557,21
8211,2020-07-30,Arizona,4,170905,3628
8212,2020-07-30,Arkansas,5,41759,442
8213,2020-07-30,California,6,494269,9009
8214,2020-07-30,Colorado,8,46338,1826
8215,2020-07-30,Connecticut,9,49670,4431
8216,2020-07-30,Delaware,10,14689,581
8217,2020-07-30,District of Columbia,11,12057,584
8218,2020-07-30,Florida,12,461371,6585
8219,2020-07-30,Georgia,13,167545,3596
8220,2020-07-30,Guam,66,1323,6
8221,2020-07-30,Hawaii,15,1966,25
8222,2020-07-30,Idaho,16,20378,180
8223,2020-07-30,Illinois,17,178832,7677
8224,2020-07-30,Indiana,18,66883,2946
8225,2020-07-30,Iowa,19,44285,865
8226,2020-07-30,Kansas,20,27244,357
8227,2020-07-30,Kentucky,21,30132,748
8228,2020-07-30,Louisiana,22,114595,3925
8229,2020-07-30,Maine,23,3888,122
8230,2020-07-30,Maryland,24,87740,3488
8231,2020-07-30,Massachusetts,25,117098,8595
8232,2020-07-30,Michigan,26,89926,6446
8233,2020-07-30,Minnesota,27,53732,1634
8234,2020-07-30,Mississippi,28,57579,1611
8235,2020-07-30,Missouri,29,49671,1288
8236,2020-07-30,Montana,30,3829,55
8237,2020-07-30,Nebraska,31,25766,333
8238,2020-07-30,Nevada,32,47034,805
8239,2020-07-30,New Hampshire,33,6544,415
8240,2020-07-30,New Jersey,34,182845,15809
8241,2020-07-30,New Mexico,35,20388,635
8242,2020-07-30,New York,36,419081,32362
8243,2020-07-30,North Carolina,37,120391,1929
8244,2020-07-30,North Dakota,38,6305,107
8245,2020-07-30,Northern Mariana Islands,69,42,2
8246,2020-07-30,Ohio,39,89626,3442
8247,2020-07-30,Oklahoma,40,35710,536
8248,2020-07-30,Oregon,41,18166,318
8249,2020-07-30,Pennsylvania,42,115853,7248
8250,2020-07-30,Puerto Rico,72,16572,214
8251,2020-07-30,Rhode Island,44,18950,1007
8252,2020-07-30,South Carolina,45,87572,1667
8253,2020-07-30,South Dakota,46,8685,129
8254,2020-07-30,Tennessee,47,100166,1022
8255,2020-07-30,Texas,48,432134,6987
8256,2020-07-30,Utah,49,39714,303
8257,2020-07-30,Vermont,50,1407,57
8258,2020-07-30,Virgin Islands,78,385,8
8259,2020-07-30,Virginia,51,88745,2138
8260,2020-07-30,Washington,53,58099,1652
8261,2020-07-30,West Virginia,54,6422,115
8262,2020-07-30,Wisconsin,55,56111,928
8263,2020-07-30,Wyoming,56,2686,26
8264,2020-07-31,Alabama,1,87723,1580
8265,2020-07-31,Alaska,2,3675,21
8266,2020-07-31,Arizona,4,174108,3695
8267,2020-07-31,Arkansas,5,42511,453
8268,2020-07-31,California,6,502273,9222
8269,2020-07-31,Colorado,8,46948,1841
8270,2020-07-31,Connecticut,9,49810,4432
8271,2020-07-31,Delaware,10,14788,585
8272,2020-07-31,District of Columbia,11,12126,585
8273,2020-07-31,Florida,12,470378,6842
8274,2020-07-31,Georgia,13,171342,3674
8275,2020-07-31,Guam,66,1325,6
8276,2020-07-31,Hawaii,15,2088,25
8277,2020-07-31,Idaho,16,20853,193
8278,2020-07-31,Illinois,17,180701,7703
8279,2020-07-31,Indiana,18,67800,2965
8280,2020-07-31,Iowa,19,44753,872
8281,2020-07-31,Kansas,20,28121,358
8282,2020-07-31,Kentucky,21,30981,753
8283,2020-07-31,Louisiana,22,116394,3949
8284,2020-07-31,Maine,23,3912,123
8285,2020-07-31,Maryland,24,88907,3493
8286,2020-07-31,Massachusetts,25,117612,8609
8287,2020-07-31,Michigan,26,90752,6453
8288,2020-07-31,Minnesota,27,54503,1640
8289,2020-07-31,Mississippi,28,58747,1663
8290,2020-07-31,Missouri,29,51074,1305
8291,2020-07-31,Montana,30,3977,60
8292,2020-07-31,Nebraska,31,26211,338
8293,2020-07-31,Nevada,32,48142,831
8294,2020-07-31,New Hampshire,33,6583,415
8295,2020-07-31,New Jersey,34,183535,15819
8296,2020-07-31,New Mexico,35,20600,642
8297,2020-07-31,New York,36,419723,32372
8298,2020-07-31,North Carolina,37,122370,1947
8299,2020-07-31,North Dakota,38,6473,107
8300,2020-07-31,Northern Mariana Islands,69,42,2
8301,2020-07-31,Ohio,39,91159,3489
8302,2020-07-31,Oklahoma,40,36456,541
8303,2020-07-31,Oregon,41,18510,325
8304,2020-07-31,Pennsylvania,42,116787,7261
8305,2020-07-31,Puerto Rico,72,16781,219
8306,2020-07-31,Rhode Island,44,19022,1007
8307,2020-07-31,South Carolina,45,89016,1712
8308,2020-07-31,South Dakota,46,8764,130
8309,2020-07-31,Tennessee,47,103144,1047
8310,2020-07-31,Texas,48,443090,7273
8311,2020-07-31,Utah,49,40258,308
8312,2020-07-31,Vermont,50,1414,57
8313,2020-07-31,Virgin Islands,78,406,8
8314,2020-07-31,Virginia,51,89729,2171
8315,2020-07-31,Washington,53,58725,1653
8316,2020-07-31,West Virginia,54,6642,116
8317,2020-07-31,Wisconsin,55,57020,943
8318,2020-07-31,Wyoming,56,2726,26
8319,2020-08-01,Alabama,1,89349,1603
8320,2020-08-01,Alaska,2,3825,22
8321,2020-08-01,Arizona,4,177019,3753
8322,2020-08-01,Arkansas,5,43173,458
8323,2020-08-01,California,6,509507,9365
8324,2020-08-01,Colorado,8,47357,1846
8325,2020-08-01,Connecticut,9,49810,4432
8326,2020-08-01,Delaware,10,14877,585
8327,2020-08-01,District of Columbia,11,12205,585
8328,2020-08-01,Florida,12,480020,7021
8329,2020-08-01,Georgia,13,174834,3744
8330,2020-08-01,Guam,66,1328,6
8331,2020-08-01,Hawaii,15,2174,25
8332,2020-08-01,Idaho,16,21231,197
8333,2020-08-01,Illinois,17,182232,7707
8334,2020-08-01,Indiana,18,68773,2971
8335,2020-08-01,Iowa,19,45293,874
8336,2020-08-01,Kansas,20,28147,358
8337,2020-08-01,Kentucky,21,31612,758
8338,2020-08-01,Louisiana,22,116394,3949
8339,2020-08-01,Maine,23,3937,123
8340,2020-08-01,Maryland,24,89925,3506
8341,2020-08-01,Massachusetts,25,118040,8626
8342,2020-08-01,Michigan,26,91450,6460
8343,2020-08-01,Minnesota,27,55228,1646
8344,2020-08-01,Mississippi,28,59881,1693
8345,2020-08-01,Missouri,29,52012,1311
8346,2020-08-01,Montana,30,4081,61
8347,2020-08-01,Nebraska,31,26391,338
8348,2020-08-01,Nevada,32,49207,832
8349,2020-08-01,New Hampshire,33,6613,416
8350,2020-08-01,New Jersey,34,183904,15830
8351,2020-08-01,New Mexico,35,20796,651
8352,2020-08-01,New York,36,420477,32390
8353,2020-08-01,North Carolina,37,124015,1989
8354,2020-08-01,North Dakota,38,6606,107
8355,2020-08-01,Northern Mariana Islands,69,44,2
8356,2020-08-01,Ohio,39,92087,3515
8357,2020-08-01,Oklahoma,40,37706,549
8358,2020-08-01,Oregon,41,18817,329
8359,2020-08-01,Pennsylvania,42,117468,7270
8360,2020-08-01,Puerto Rico,72,17872,225
8361,2020-08-01,Rhode Island,44,19022,1007
8362,2020-08-01,South Carolina,45,90599,1751
8363,2020-08-01,South Dakota,46,8867,134
8364,2020-08-01,Tennessee,47,105455,1056
8365,2020-08-01,Texas,48,448224,7477
8366,2020-08-01,Utah,49,40754,312
8367,2020-08-01,Vermont,50,1421,57
8368,2020-08-01,Virgin Islands,78,421,8
8369,2020-08-01,Virginia,51,90633,2212
8370,2020-08-01,Washington,53,59648,1675
8371,2020-08-01,West Virginia,54,6735,116
8372,2020-08-01,Wisconsin,55,58064,955
8373,2020-08-01,Wyoming,56,2769,26
8374,2020-08-02,Alabama,1,91444,1627
8375,2020-08-02,Alaska,2,3982,22
8376,2020-08-02,Arizona,4,178473,3769
8377,2020-08-02,Arkansas,5,43810,464
8378,2020-08-02,California,6,515937,9399
8379,2020-08-02,Colorado,8,47799,1846
8380,2020-08-02,Connecticut,9,49810,4432
8381,2020-08-02,Delaware,10,14949,585
8382,2020-08-02,District of Columbia,11,12274,586
8383,2020-08-02,Florida,12,487124,7083
8384,2020-08-02,Georgia,13,177556,3758
8385,2020-08-02,Guam,66,1328,6
8386,2020-08-02,Hawaii,15,2219,25
8387,2020-08-02,Idaho,16,21465,197
8388,2020-08-02,Illinois,17,183714,7718
8389,2020-08-02,Indiana,18,69531,2975
8390,2020-08-02,Iowa,19,45723,878
8391,2020-08-02,Kansas,20,28341,361
8392,2020-08-02,Kentucky,21,31966,759
8393,2020-08-02,Louisiana,22,119861,4007
8394,2020-08-02,Maine,23,3958,123
8395,2020-08-02,Maryland,24,90835,3515
8396,2020-08-02,Massachusetts,25,118458,8638
8397,2020-08-02,Michigan,26,91857,6460
8398,2020-08-02,Minnesota,27,55987,1654
8399,2020-08-02,Mississippi,28,60553,1703
8400,2020-08-02,Missouri,29,52577,1311
8401,2020-08-02,Montana,30,4193,61
8402,2020-08-02,Nebraska,31,26702,338
8403,2020-08-02,Nevada,32,50270,833
8404,2020-08-02,New Hampshire,33,6634,417
8405,2020-08-02,New Jersey,34,184225,15836
8406,2020-08-02,New Mexico,35,21016,654
8407,2020-08-02,New York,36,421008,32401
8408,2020-08-02,North Carolina,37,125281,1996
8409,2020-08-02,North Dakota,38,6664,109
8410,2020-08-02,Northern Mariana Islands,69,45,2
8411,2020-08-02,Ohio,39,93031,3529
8412,2020-08-02,Oklahoma,40,38201,550
8413,2020-08-02,Oregon,41,19097,331
8414,2020-08-02,Pennsylvania,42,118038,7274
8415,2020-08-02,Puerto Rico,72,18411,230
8416,2020-08-02,Rhode Island,44,19022,1007
8417,2020-08-02,South Carolina,45,91788,1777
8418,2020-08-02,South Dakota,46,8955,135
8419,2020-08-02,Tennessee,47,106804,1062
8420,2020-08-02,Texas,48,454759,7520
8421,2020-08-02,Utah,49,41175,313
8422,2020-08-02,Vermont,50,1426,57
8423,2020-08-02,Virgin Islands,78,421,8
8424,2020-08-02,Virginia,51,91613,2215
8425,2020-08-02,Washington,53,60160,1679
8426,2020-08-02,West Virginia,54,6854,117
8427,2020-08-02,Wisconsin,55,58990,956
8428,2020-08-02,Wyoming,56,2808,26
8429,2020-08-03,Alabama,1,92661,1633
8430,2020-08-03,Alaska,2,4062,23
8431,2020-08-03,Arizona,4,179506,3785
8432,2020-08-03,Arkansas,5,44597,475
8433,2020-08-03,California,6,522235,9500
8434,2020-08-03,Colorado,8,48119,1849
