,index,date,state,fips,cases,deaths,daily_new_deaths,daily_new_cases
0,6614,2020-07-01,Alabama,1,38962,972,0.0,0.0
1,6669,2020-07-02,Alabama,1,40111,985,13.0,1149.0
2,6724,2020-07-03,Alabama,1,41865,1006,21.0,1754.0
3,6779,2020-07-04,Alabama,1,42862,1007,1.0,997.0
4,6834,2020-07-05,Alabama,1,43953,1007,0.0,1091.0
5,6889,2020-07-06,Alabama,1,44878,1007,0.0,925.0
6,6944,2020-07-07,Alabama,1,45785,1033,26.0,907.0
7,6999,2020-07-08,Alabama,1,46962,1058,25.0,1177.0
8,7054,2020-07-09,Alabama,1,49174,1068,10.0,2212.0
9,7109,2020-07-10,Alabama,1,50508,1104,36.0,1334.0
10,7164,2020-07-11,Alabama,1,51947,1114,10.0,1439.0
11,7219,2020-07-12,Alabama,1,53587,1121,7.0,1640.0
12,7274,2020-07-13,Alabama,1,55545,1124,3.0,1958.0
13,7329,2020-07-14,Alabama,1,57255,1164,40.0,1710.0
14,7384,2020-07-15,Alabama,1,59067,1211,47.0,1812.0
15,7439,2020-07-16,Alabama,1,61088,1230,19.0,2021.0
16,7494,2020-07-17,Alabama,1,63091,1265,35.0,2003.0
17,7549,2020-07-18,Alabama,1,65234,1286,21.0,2143.0
18,7604,2020-07-19,Alabama,1,67011,1287,1.0,1777.0
19,7659,2020-07-20,Alabama,1,68891,1291,4.0,1880.0
20,7714,2020-07-21,Alabama,1,70358,1303,12.0,1467.0
21,7769,2020-07-22,Alabama,1,71813,1364,61.0,1455.0
22,7824,2020-07-23,Alabama,1,74212,1397,33.0,2399.0
23,7879,2020-07-24,Alabama,1,76005,1438,41.0,1793.0
24,7934,2020-07-25,Alabama,1,78130,1456,18.0,2125.0
25,7989,2020-07-26,Alabama,1,79294,1473,17.0,1164.0
26,8044,2020-07-27,Alabama,1,81115,1491,18.0,1821.0
27,8099,2020-07-28,Alabama,1,82366,1491,0.0,1251.0
28,8154,2020-07-29,Alabama,1,83782,1538,47.0,1416.0
29,8209,2020-07-30,Alabama,1,85762,1565,27.0,1980.0
30,8264,2020-07-31,Alabama,1,87723,1580,15.0,1961.0
31,8319,2020-08-01,Alabama,1,89349,1603,23.0,1626.0
32,8374,2020-08-02,Alabama,1,91444,1627,24.0,2095.0
33,8429,2020-08-03,Alabama,1,92661,1633,6.0,1217.0
34,8484,2020-08-04,Alabama,1,93702,1666,33.0,1041.0
35,8539,2020-08-05,Alabama,1,94654,1695,29.0,952.0
36,8594,2020-08-06,Alabama,1,96592,1714,19.0,1938.0
37,8649,2020-08-07,Alabama,1,98301,1735,21.0,1709.0
38,8704,2020-08-08,Alabama,1,100173,1755,20.0,1872.0
39,8759,2020-08-09,Alabama,1,101334,1768,13.0,1161.0
40,8814,2020-08-10,Alabama,1,103020,1797,29.0,1686.0
41,8869,2020-08-11,Alabama,1,103851,1847,50.0,831.0
42,8924,2020-08-12,Alabama,1,104786,1882,35.0,935.0
43,8979,2020-08-13,Alabama,1,105557,1890,8.0,771.0
44,9034,2020-08-14,Alabama,1,106309,1893,3.0,752.0
45,9089,2020-08-15,Alabama,1,107580,1896,3.0,1271.0
46,9144,2020-08-16,Alabama,1,108433,1898,2.0,853.0
47,9199,2020-08-17,Alabama,1,109004,1925,27.0,571.0
48,9254,2020-08-18,Alabama,1,110361,1936,11.0,1357.0
49,9309,2020-08-19,Alabama,1,111478,1944,8.0,1117.0
50,9364,2020-08-20,Alabama,1,112449,1974,30.0,971.0
51,9419,2020-08-21,Alabama,1,113632,1996,22.0,1183.0
52,9474,2020-08-22,Alabama,1,114532,2011,15.0,900.0
53,9529,2020-08-23,Alabama,1,115060,2013,2.0,528.0
54,9584,2020-08-24,Alabama,1,116710,2024,11.0,1650.0
55,9639,2020-08-25,Alabama,1,117242,2037,13.0,532.0
56,9694,2020-08-26,Alabama,1,119254,2045,8.0,2012.0
57,9749,2020-08-27,Alabama,1,121023,2076,31.0,1769.0
58,9804,2020-08-28,Alabama,1,122185,2107,31.0,1162.0
59,9859,2020-08-29,Alabama,1,123889,2152,45.0,1704.0
60,9914,2020-08-30,Alabama,1,125235,2162,10.0,1346.0
61,9969,2020-08-31,Alabama,1,126058,2182,20.0,823.0
62,10024,2020-09-01,Alabama,1,127616,2200,18.0,1558.0
63,6615,2020-07-01,Alaska,2,1174,12,0.0,0.0
64,6670,2020-07-02,Alaska,2,1224,12,0.0,50.0
65,6725,2020-07-03,Alaska,2,1284,13,1.0,60.0
66,6780,2020-07-04,Alaska,2,1339,14,1.0,55.0
67,6835,2020-07-05,Alaska,2,1371,14,0.0,32.0
68,6890,2020-07-06,Alaska,2,1401,14,0.0,30.0
69,6945,2020-07-07,Alaska,2,1423,15,1.0,22.0
70,7000,2020-07-08,Alaska,2,1472,15,0.0,49.0
71,7055,2020-07-09,Alaska,2,1521,15,0.0,49.0
72,7110,2020-07-10,Alaska,2,1579,15,0.0,58.0
73,7165,2020-07-11,Alaska,2,1656,15,0.0,77.0
74,7220,2020-07-12,Alaska,2,1772,15,0.0,116.0
75,7275,2020-07-13,Alaska,2,1843,15,0.0,71.0
76,7330,2020-07-14,Alaska,2,1897,15,0.0,54.0
77,7385,2020-07-15,Alaska,2,1958,15,0.0,61.0
78,7440,2020-07-16,Alaska,2,2034,15,0.0,76.0
79,7495,2020-07-17,Alaska,2,2083,15,0.0,49.0
80,7550,2020-07-18,Alaska,2,2157,16,1.0,74.0
81,7605,2020-07-19,Alaska,2,2275,16,0.0,118.0
82,7660,2020-07-20,Alaska,2,2412,16,0.0,137.0
83,7715,2020-07-21,Alaska,2,2523,16,0.0,111.0
84,7770,2020-07-22,Alaska,2,2617,17,1.0,94.0
85,7825,2020-07-23,Alaska,2,2682,17,0.0,65.0
86,7880,2020-07-24,Alaska,2,2746,17,0.0,64.0
87,7935,2020-07-25,Alaska,2,2866,18,1.0,120.0
88,7990,2020-07-26,Alaska,2,3100,18,0.0,234.0
89,8045,2020-07-27,Alaska,2,3204,19,1.0,104.0
90,8100,2020-07-28,Alaska,2,3348,20,1.0,144.0
91,8155,2020-07-29,Alaska,2,3440,20,0.0,92.0
92,8210,2020-07-30,Alaska,2,3557,21,1.0,117.0
93,8265,2020-07-31,Alaska,2,3675,21,0.0,118.0
94,8320,2020-08-01,Alaska,2,3825,22,1.0,150.0
95,8375,2020-08-02,Alaska,2,3982,22,0.0,157.0
96,8430,2020-08-03,Alaska,2,4062,23,1.0,80.0
97,8485,2020-08-04,Alaska,2,4123,23,0.0,61.0
98,8540,2020-08-05,Alaska,2,4181,23,0.0,58.0
99,8595,2020-08-06,Alaska,2,4221,23,0.0,40.0
100,8650,2020-08-07,Alaska,2,4286,23,0.0,65.0
101,8705,2020-08-08,Alaska,2,4371,24,1.0,85.0
102,8760,2020-08-09,Alaska,2,4471,24,0.0,100.0
103,8815,2020-08-10,Alaska,2,4537,24,0.0,66.0
104,8870,2020-08-11,Alaska,2,4587,24,0.0,50.0
105,8925,2020-08-12,Alaska,2,4653,25,1.0,66.0
106,8980,2020-08-13,Alaska,2,4748,25,0.0,95.0
107,9035,2020-08-14,Alaska,2,4867,25,0.0,119.0
108,9090,2020-08-15,Alaska,2,4952,26,1.0,85.0
109,9145,2020-08-16,Alaska,2,5058,26,0.0,106.0
110,9200,2020-08-17,Alaska,2,5108,26,0.0,50.0
111,9255,2020-08-18,Alaska,2,5175,27,1.0,67.0
112,9310,2020-08-19,Alaska,2,5245,27,0.0,70.0
113,9365,2020-08-20,Alaska,2,5330,27,0.0,85.0
114,9420,2020-08-21,Alaska,2,5401,28,1.0,71.0
115,9475,2020-08-22,Alaska,2,5492,29,1.0,91.0
116,9530,2020-08-23,Alaska,2,5556,30,1.0,64.0
117,9585,2020-08-24,Alaska,2,5626,30,0.0,70.0
118,9640,2020-08-25,Alaska,2,5621,33,3.0,-5.0
119,9695,2020-08-26,Alaska,2,5671,34,1.0,50.0
120,9750,2020-08-27,Alaska,2,5752,34,0.0,81.0
121,9805,2020-08-28,Alaska,2,5874,34,0.0,122.0
122,9860,2020-08-29,Alaska,2,5985,34,0.0,111.0
123,9915,2020-08-30,Alaska,2,6036,34,0.0,51.0
124,9970,2020-08-31,Alaska,2,6075,34,0.0,39.0
125,10025,2020-09-01,Alaska,2,6109,36,2.0,34.0
126,6616,2020-07-01,Arizona,4,84152,1726,0.0,0.0
127,6671,2020-07-02,Arizona,4,87495,1766,40.0,3343.0
128,6726,2020-07-03,Arizona,4,91894,1802,36.0,4399.0
129,6781,2020-07-04,Arizona,4,94616,1821,19.0,2722.0
130,6836,2020-07-05,Arizona,4,98126,1829,8.0,3510.0
131,6891,2020-07-06,Arizona,4,101542,1832,3.0,3416.0
132,6946,2020-07-07,Arizona,4,105159,1933,101.0,3617.0
133,7001,2020-07-08,Arizona,4,108710,1973,40.0,3551.0
134,7056,2020-07-09,Arizona,4,112783,2047,74.0,4073.0
135,7111,2020-07-10,Arizona,4,116947,2093,46.0,4164.0
136,7166,2020-07-11,Arizona,4,119991,2158,65.0,3044.0
137,7221,2020-07-12,Arizona,4,122479,2239,81.0,2488.0
138,7276,2020-07-13,Arizona,4,123917,2250,11.0,1438.0
139,7331,2020-07-14,Arizona,4,128126,2341,91.0,4209.0
140,7386,2020-07-15,Arizona,4,131411,2442,101.0,3285.0
141,7441,2020-07-16,Arizona,4,134730,2506,64.0,3319.0
142,7496,2020-07-17,Arizona,4,138575,2597,91.0,3845.0
143,7551,2020-07-18,Arizona,4,141333,2733,136.0,2758.0
144,7606,2020-07-19,Arizona,4,143644,2768,35.0,2311.0
145,7661,2020-07-20,Arizona,4,145320,2795,27.0,1676.0
146,7716,2020-07-21,Arizona,4,148730,2918,123.0,3410.0
147,7771,2020-07-22,Arizona,4,150659,2976,58.0,1929.0
148,7826,2020-07-23,Arizona,4,153029,3067,91.0,2370.0
149,7881,2020-07-24,Arizona,4,156392,3156,89.0,3363.0
150,7936,2020-07-25,Arizona,4,160055,3288,132.0,3663.0
151,7991,2020-07-26,Arizona,4,162041,3313,25.0,1986.0
152,8046,2020-07-27,Arizona,4,163918,3320,7.0,1877.0
153,8101,2020-07-28,Arizona,4,165994,3424,104.0,2076.0
154,8156,2020-07-29,Arizona,4,168361,3470,46.0,2367.0
155,8211,2020-07-30,Arizona,4,170905,3628,158.0,2544.0
156,8266,2020-07-31,Arizona,4,174108,3695,67.0,3203.0
157,8321,2020-08-01,Arizona,4,177019,3753,58.0,2911.0
158,8376,2020-08-02,Arizona,4,178473,3769,16.0,1454.0
159,8431,2020-08-03,Arizona,4,179506,3785,16.0,1033.0
160,8486,2020-08-04,Arizona,4,180537,3850,65.0,1031.0
161,8541,2020-08-05,Arizona,4,182230,3933,83.0,1693.0
162,8596,2020-08-06,Arizona,4,183744,4005,72.0,1514.0
163,8651,2020-08-07,Arizona,4,185104,4085,80.0,1360.0
164,8706,2020-08-08,Arizona,4,186226,4140,55.0,1122.0
165,8761,2020-08-09,Arizona,4,187086,4152,12.0,860.0
166,8816,2020-08-10,Arizona,4,187634,4157,5.0,548.0
167,8871,2020-08-11,Arizona,4,188780,4205,48.0,1146.0
168,8926,2020-08-12,Arizona,4,189522,4348,143.0,742.0
169,8981,2020-08-13,Arizona,4,190850,4385,37.0,1328.0
170,9036,2020-08-14,Arizona,4,191810,4426,41.0,960.0
171,9091,2020-08-15,Arizona,4,192670,4497,71.0,860.0
172,9146,2020-08-16,Arizona,4,193554,4509,12.0,884.0
173,9201,2020-08-17,Arizona,4,194027,4509,0.0,473.0
174,9256,2020-08-18,Arizona,4,194931,4535,26.0,904.0
175,9311,2020-08-19,Arizona,4,195568,4643,108.0,637.0
176,9366,2020-08-20,Arizona,4,196305,4688,45.0,737.0
177,9421,2020-08-21,Arizona,4,196925,4698,10.0,620.0
178,9476,2020-08-22,Arizona,4,197909,4760,62.0,984.0
179,9531,2020-08-23,Arizona,4,198117,4775,15.0,208.0
180,9586,2020-08-24,Arizona,4,198421,4775,0.0,304.0
181,9641,2020-08-25,Arizona,4,199293,4796,21.0,872.0
182,9696,2020-08-26,Arizona,4,199495,4899,103.0,202.0
183,9751,2020-08-27,Arizona,4,200172,4932,33.0,677.0
184,9806,2020-08-28,Arizona,4,200694,4980,48.0,522.0
185,9861,2020-08-29,Arizona,4,201317,5010,30.0,623.0
186,9916,2020-08-30,Arizona,4,201695,5033,23.0,378.0
187,9971,2020-08-31,Arizona,4,201866,5031,-2.0,171.0
188,10026,2020-09-01,Arizona,4,202375,5048,17.0,509.0
189,6617,2020-07-01,Arkansas,5,21197,277,0.0,0.0
190,6672,2020-07-02,Arkansas,5,22075,279,2.0,878.0
191,6727,2020-07-03,Arkansas,5,22622,281,2.0,547.0
192,6782,2020-07-04,Arkansas,5,23209,286,5.0,587.0
193,6837,2020-07-05,Arkansas,5,23814,287,1.0,605.0
194,6892,2020-07-06,Arkansas,5,24253,292,5.0,439.0
195,6947,2020-07-07,Arkansas,5,24512,301,9.0,259.0
196,7002,2020-07-08,Arkansas,5,25246,305,4.0,734.0
197,7057,2020-07-09,Arkansas,5,26052,309,4.0,806.0
198,7112,2020-07-10,Arkansas,5,26803,313,4.0,751.0
199,7167,2020-07-11,Arkansas,5,27864,319,6.0,1061.0
200,7222,2020-07-12,Arkansas,5,28367,321,2.0,503.0
201,7277,2020-07-13,Arkansas,5,28939,323,2.0,572.0
202,7332,2020-07-14,Arkansas,5,29733,331,8.0,794.0
203,7387,2020-07-15,Arkansas,5,30297,335,4.0,564.0
204,7442,2020-07-16,Arkansas,5,31114,341,6.0,817.0
205,7497,2020-07-17,Arkansas,5,31762,353,12.0,648.0
206,7552,2020-07-18,Arkansas,5,32533,357,4.0,771.0
207,7607,2020-07-19,Arkansas,5,33228,357,0.0,695.0
208,7662,2020-07-20,Arkansas,5,33927,363,6.0,699.0
209,7717,2020-07-21,Arkansas,5,34655,374,11.0,728.0
210,7772,2020-07-22,Arkansas,5,35246,380,6.0,591.0
211,7827,2020-07-23,Arkansas,5,36259,386,6.0,1013.0
212,7882,2020-07-24,Arkansas,5,37249,394,8.0,990.0
213,7937,2020-07-25,Arkansas,5,37981,399,5.0,732.0
214,7992,2020-07-26,Arkansas,5,38623,401,2.0,642.0
215,8047,2020-07-27,Arkansas,5,39447,408,7.0,824.0
216,8102,2020-07-28,Arkansas,5,40181,428,20.0,734.0
217,8157,2020-07-29,Arkansas,5,40968,434,6.0,787.0
218,8212,2020-07-30,Arkansas,5,41759,442,8.0,791.0
219,8267,2020-07-31,Arkansas,5,42511,453,11.0,752.0
220,8322,2020-08-01,Arkansas,5,43173,458,5.0,662.0
221,8377,2020-08-02,Arkansas,5,43810,464,6.0,637.0
222,8432,2020-08-03,Arkansas,5,44597,475,11.0,787.0
223,8487,2020-08-04,Arkansas,5,45381,490,15.0,784.0
224,8542,2020-08-05,Arkansas,5,46293,508,18.0,912.0
225,8597,2020-08-06,Arkansas,5,47028,515,7.0,735.0
226,8652,2020-08-07,Arkansas,5,48039,521,6.0,1011.0
227,8707,2020-08-08,Arkansas,5,48811,535,14.0,772.0
228,8762,2020-08-09,Arkansas,5,49383,544,9.0,572.0
229,8817,2020-08-10,Arkansas,5,50028,555,11.0,645.0
230,8872,2020-08-11,Arkansas,5,50411,566,11.0,383.0
231,8927,2020-08-12,Arkansas,5,51114,573,7.0,703.0
232,8982,2020-08-13,Arkansas,5,51766,582,9.0,652.0
233,9037,2020-08-14,Arkansas,5,52392,587,5.0,626.0
234,9092,2020-08-15,Arkansas,5,51992,600,13.0,-400.0
235,9147,2020-08-16,Arkansas,5,52665,599,-1.0,673.0
236,9202,2020-08-17,Arkansas,5,53077,603,4.0,412.0
237,9257,2020-08-18,Arkansas,5,53487,619,16.0,410.0
238,9312,2020-08-19,Arkansas,5,54216,631,12.0,729.0
239,9367,2020-08-20,Arkansas,5,54765,641,10.0,549.0
240,9422,2020-08-21,Arkansas,5,55652,663,22.0,887.0
241,9477,2020-08-22,Arkansas,5,56199,674,11.0,547.0
242,9532,2020-08-23,Arkansas,5,56574,687,13.0,375.0
243,9587,2020-08-24,Arkansas,5,56894,696,9.0,320.0
244,9642,2020-08-25,Arkansas,5,57374,711,15.0,480.0
245,9697,2020-08-26,Arkansas,5,58023,732,21.0,649.0
246,9752,2020-08-27,Arkansas,5,58745,739,7.0,722.0
247,9807,2020-08-28,Arkansas,5,59583,756,17.0,838.0
248,9862,2020-08-29,Arkansas,5,60378,772,16.0,795.0
249,9917,2020-08-30,Arkansas,5,60856,784,12.0,478.0
250,9972,2020-08-31,Arkansas,5,61224,797,13.0,368.0
251,10027,2020-09-01,Arkansas,5,61497,814,17.0,273.0
252,6618,2020-07-01,California,6,239764,6168,0.0,0.0
253,6673,2020-07-02,California,6,248198,6263,95.0,8434.0
254,6728,2020-07-03,California,6,256298,6315,52.0,8100.0
255,6783,2020-07-04,California,6,265176,6329,14.0,8878.0
256,6838,2020-07-05,California,6,271587,6369,40.0,6411.0
257,6893,2020-07-06,California,6,277869,6452,83.0,6282.0
258,6948,2020-07-07,California,6,287766,6563,111.0,9897.0
259,7003,2020-07-08,California,6,296304,6708,145.0,8538.0
260,7058,2020-07-09,California,6,303516,6825,117.0,7212.0
261,7113,2020-07-10,California,6,311505,6936,111.0,7989.0
262,7168,2020-07-11,California,6,320030,7012,76.0,8525.0
263,7223,2020-07-12,California,6,327676,7042,30.0,7646.0
264,7278,2020-07-13,California,6,336206,7086,44.0,8530.0
265,7333,2020-07-14,California,6,346593,7227,141.0,10387.0
266,7388,2020-07-15,California,6,355497,7368,141.0,8904.0
267,7443,2020-07-16,California,6,364761,7490,122.0,9264.0
268,7498,2020-07-17,California,6,374922,7607,117.0,10161.0
269,7553,2020-07-18,California,6,383194,7697,90.0,8272.0
270,7608,2020-07-19,California,6,391460,7710,13.0,8266.0
271,7663,2020-07-20,California,6,400195,7764,54.0,8735.0
272,7718,2020-07-21,California,6,410366,7883,119.0,10171.0
273,7773,2020-07-22,California,6,422528,8038,155.0,12162.0
274,7828,2020-07-23,California,6,433175,8190,152.0,10647.0
275,7883,2020-07-24,California,6,443096,8325,135.0,9921.0
276,7938,2020-07-25,California,6,453327,8428,103.0,10231.0
277,7993,2020-07-26,California,6,459338,8451,23.0,6011.0
278,8048,2020-07-27,California,6,467103,8544,93.0,7765.0
279,8103,2020-07-28,California,6,474951,8716,172.0,7848.0
280,8158,2020-07-29,California,6,486039,8884,168.0,11088.0
281,8213,2020-07-30,California,6,494269,9009,125.0,8230.0
282,8268,2020-07-31,California,6,502273,9222,213.0,8004.0
283,8323,2020-08-01,California,6,509507,9365,143.0,7234.0
284,8378,2020-08-02,California,6,515937,9399,34.0,6430.0
285,8433,2020-08-03,California,6,522235,9500,101.0,6298.0
286,8488,2020-08-04,California,6,527258,9696,196.0,5023.0
287,8543,2020-08-05,California,6,532776,9866,170.0,5518.0
288,8598,2020-08-06,California,6,541013,10014,148.0,8237.0
289,8653,2020-08-07,California,6,548142,10197,183.0,7129.0
290,8708,2020-08-08,California,6,556158,10299,102.0,8016.0
291,8763,2020-08-09,California,6,563244,10365,66.0,7086.0
292,8818,2020-08-10,California,6,574267,10460,95.0,11023.0
293,8873,2020-08-11,California,6,586078,10654,194.0,11811.0
294,8928,2020-08-12,California,6,595097,10808,154.0,9019.0
295,8983,2020-08-13,California,6,603212,10995,187.0,8115.0
296,9038,2020-08-14,California,6,613243,11146,151.0,10031.0
297,9093,2020-08-15,California,6,621981,11229,83.0,8738.0
298,9148,2020-08-16,California,6,628508,11245,16.0,6527.0
299,9203,2020-08-17,California,6,634991,11334,89.0,6483.0
300,9258,2020-08-18,California,6,640499,11523,189.0,5508.0
301,9313,2020-08-19,California,6,646742,11686,163.0,6243.0
302,9368,2020-08-20,California,6,653401,11801,115.0,6659.0
303,9423,2020-08-21,California,6,659991,11984,183.0,6590.0
304,9478,2020-08-22,California,6,665325,12137,153.0,5334.0
305,9533,2020-08-23,California,6,669944,12152,15.0,4619.0
306,9588,2020-08-24,California,6,676236,12250,98.0,6292.0
307,9643,2020-08-25,California,6,682320,12409,159.0,6084.0
308,9698,2020-08-26,California,6,687612,12547,138.0,5292.0
309,9753,2020-08-27,California,6,692962,12696,149.0,5350.0
310,9808,2020-08-28,California,6,698389,12836,140.0,5427.0
311,9863,2020-08-29,California,6,702499,12906,70.0,4110.0
312,9918,2020-08-30,California,6,706589,12939,33.0,4090.0
313,9973,2020-08-31,California,6,712541,13020,81.0,5952.0
314,10028,2020-09-01,California,6,716628,13149,129.0,4087.0
315,6619,2020-07-01,Colorado,8,33012,1697,0.0,0.0
316,6674,2020-07-02,Colorado,8,33335,1701,4.0,323.0
317,6729,2020-07-03,Colorado,8,33607,1701,0.0,272.0
318,6784,2020-07-04,Colorado,8,33900,1703,2.0,293.0
319,6839,2020-07-05,Colorado,8,34100,1703,0.0,200.0
320,6894,2020-07-06,Colorado,8,34316,1704,1.0,216.0
321,6949,2020-07-07,Colorado,8,34717,1709,5.0,401.0
322,7004,2020-07-08,Colorado,8,35185,1707,-2.0,468.0
323,7059,2020-07-09,Colorado,8,35604,1707,0.0,419.0
324,7114,2020-07-10,Colorado,8,36210,1724,17.0,606.0
325,7169,2020-07-11,Colorado,8,36633,1725,1.0,423.0
326,7224,2020-07-12,Colorado,8,36933,1726,1.0,300.0
327,7279,2020-07-13,Colorado,8,37303,1728,2.0,370.0
328,7334,2020-07-14,Colorado,8,37761,1739,11.0,458.0
329,7389,2020-07-15,Colorado,8,38240,1745,6.0,479.0
330,7444,2020-07-16,Colorado,8,38817,1746,1.0,577.0
331,7499,2020-07-17,Colorado,8,39409,1753,7.0,592.0
332,7554,2020-07-18,Colorado,8,39811,1753,0.0,402.0
333,7609,2020-07-19,Colorado,8,40182,1753,0.0,371.0
334,7664,2020-07-20,Colorado,8,40649,1759,6.0,467.0
335,7719,2020-07-21,Colorado,8,41152,1764,5.0,503.0
336,7774,2020-07-22,Colorado,8,41747,1772,8.0,595.0
337,7829,2020-07-23,Colorado,8,42409,1788,16.0,662.0
338,7884,2020-07-24,Colorado,8,43098,1791,3.0,689.0
339,7939,2020-07-25,Colorado,8,43847,1795,4.0,749.0
340,7994,2020-07-26,Colorado,8,44364,1795,0.0,517.0
341,8049,2020-07-27,Colorado,8,44723,1800,5.0,359.0
342,8104,2020-07-28,Colorado,8,45420,1809,9.0,697.0
343,8159,2020-07-29,Colorado,8,45885,1826,17.0,465.0
344,8214,2020-07-30,Colorado,8,46338,1826,0.0,453.0
345,8269,2020-07-31,Colorado,8,46948,1841,15.0,610.0
346,8324,2020-08-01,Colorado,8,47357,1846,5.0,409.0
347,8379,2020-08-02,Colorado,8,47799,1846,0.0,442.0
348,8434,2020-08-03,Colorado,8,48119,1849,3.0,320.0
349,8489,2020-08-04,Colorado,8,48492,1855,6.0,373.0
350,8544,2020-08-05,Colorado,8,49143,1857,2.0,651.0
351,8599,2020-08-06,Colorado,8,49633,1857,0.0,490.0
352,8654,2020-08-07,Colorado,8,50081,1862,5.0,448.0
353,8709,2020-08-08,Colorado,8,50491,1862,0.0,410.0
354,8764,2020-08-09,Colorado,8,50799,1863,1.0,308.0
355,8819,2020-08-10,Colorado,8,51104,1868,5.0,305.0
356,8874,2020-08-11,Colorado,8,51487,1878,10.0,383.0
357,8929,2020-08-12,Colorado,8,51847,1881,3.0,360.0
358,8984,2020-08-13,Colorado,8,52242,1886,5.0,395.0
359,9039,2020-08-14,Colorado,8,52587,1892,6.0,345.0
360,9094,2020-08-15,Colorado,8,52868,1897,5.0,281.0
361,9149,2020-08-16,Colorado,8,53188,1897,0.0,320.0
362,9204,2020-08-17,Colorado,8,53391,1903,6.0,203.0
363,9259,2020-08-18,Colorado,8,53674,1906,3.0,283.0
364,9314,2020-08-19,Colorado,8,53943,1906,0.0,269.0
365,9369,2020-08-20,Colorado,8,54285,1909,3.0,342.0
366,9424,2020-08-21,Colorado,8,54658,1915,6.0,373.0
367,9479,2020-08-22,Colorado,8,54939,1923,8.0,281.0
368,9534,2020-08-23,Colorado,8,55441,1925,2.0,502.0
369,9589,2020-08-24,Colorado,8,55700,1926,1.0,259.0
370,9644,2020-08-25,Colorado,8,56176,1932,6.0,476.0
371,9699,2020-08-26,Colorado,8,56346,1933,1.0,170.0
372,9754,2020-08-27,Colorado,8,56706,1937,4.0,360.0
373,9809,2020-08-28,Colorado,8,57158,1945,8.0,452.0
374,9864,2020-08-29,Colorado,8,57326,1946,1.0,168.0
375,9919,2020-08-30,Colorado,8,57515,1945,-1.0,189.0
376,9974,2020-08-31,Colorado,8,57797,1952,7.0,282.0
377,10029,2020-09-01,Colorado,8,58118,1953,1.0,321.0
378,6620,2020-07-01,Connecticut,9,46572,4324,0.0,0.0
379,6675,2020-07-02,Connecticut,9,46646,4326,2.0,74.0
380,6730,2020-07-03,Connecticut,9,46717,4335,9.0,71.0
381,6785,2020-07-04,Connecticut,9,46717,4335,0.0,0.0
382,6840,2020-07-05,Connecticut,9,46717,4335,0.0,0.0
383,6895,2020-07-06,Connecticut,9,46976,4338,3.0,259.0
384,6950,2020-07-07,Connecticut,9,47033,4338,0.0,57.0
385,7005,2020-07-08,Connecticut,9,47108,4343,5.0,75.0
386,7060,2020-07-09,Connecticut,9,47209,4348,5.0,101.0
387,7115,2020-07-10,Connecticut,9,47287,4348,0.0,78.0
388,7170,2020-07-11,Connecticut,9,47287,4348,0.0,0.0
389,7225,2020-07-12,Connecticut,9,47287,4348,0.0,0.0
390,7280,2020-07-13,Connecticut,9,47510,4371,23.0,223.0
391,7335,2020-07-14,Connecticut,9,47530,4372,1.0,20.0
392,7390,2020-07-15,Connecticut,9,47636,4380,8.0,106.0
393,7445,2020-07-16,Connecticut,9,47750,4389,9.0,114.0
394,7500,2020-07-17,Connecticut,9,47893,4396,7.0,143.0
395,7555,2020-07-18,Connecticut,9,47893,4396,0.0,0.0
396,7610,2020-07-19,Connecticut,9,47893,4396,0.0,0.0
397,7665,2020-07-20,Connecticut,9,48055,4406,10.0,162.0
398,7720,2020-07-21,Connecticut,9,48096,4406,0.0,41.0
399,7775,2020-07-22,Connecticut,9,48223,4406,0.0,127.0
400,7830,2020-07-23,Connecticut,9,48232,4410,4.0,9.0
401,7885,2020-07-24,Connecticut,9,48776,4413,3.0,544.0
402,7940,2020-07-25,Connecticut,9,48776,4413,0.0,0.0
403,7995,2020-07-26,Connecticut,9,48776,4413,0.0,0.0
404,8050,2020-07-27,Connecticut,9,48983,4418,5.0,207.0
405,8105,2020-07-28,Connecticut,9,49077,4423,5.0,94.0
406,8160,2020-07-29,Connecticut,9,49540,4425,2.0,463.0
407,8215,2020-07-30,Connecticut,9,49670,4431,6.0,130.0
408,8270,2020-07-31,Connecticut,9,49810,4432,1.0,140.0
409,8325,2020-08-01,Connecticut,9,49810,4432,0.0,0.0
410,8380,2020-08-02,Connecticut,9,49810,4432,0.0,0.0
411,8435,2020-08-03,Connecticut,9,50062,4437,5.0,252.0
412,8490,2020-08-04,Connecticut,9,50110,4437,0.0,48.0
413,8545,2020-08-05,Connecticut,9,50225,4437,0.0,115.0
414,8600,2020-08-06,Connecticut,9,50245,4437,0.0,20.0
415,8655,2020-08-07,Connecticut,9,50320,4441,4.0,75.0
416,8710,2020-08-08,Connecticut,9,50320,4441,0.0,0.0
417,8765,2020-08-09,Connecticut,9,50320,4441,0.0,0.0
418,8820,2020-08-10,Connecticut,9,50567,4444,3.0,247.0
419,8875,2020-08-11,Connecticut,9,50684,4444,0.0,117.0
420,8930,2020-08-12,Connecticut,9,50706,4450,6.0,22.0
421,8985,2020-08-13,Connecticut,9,50782,4450,0.0,76.0
422,9040,2020-08-14,Connecticut,9,50897,4453,3.0,115.0
423,9095,2020-08-15,Connecticut,9,50897,4453,0.0,0.0
