,date,state,fips,cases,deaths,daily_new_cases,daily_new_deaths,zeroed_cases,zeroed_deaths
0,2020-07-01,Alabama,1,38962,972,0.0,0.0,0,0
1,2020-07-02,Alabama,1,40111,985,1149.0,13.0,1149,13
2,2020-07-03,Alabama,1,41865,1006,1754.0,21.0,2903,34
3,2020-07-04,Alabama,1,42862,1007,997.0,1.0,3900,35
4,2020-07-05,Alabama,1,43953,1007,1091.0,0.0,4991,35
5,2020-07-06,Alabama,1,44878,1007,925.0,0.0,5916,35
6,2020-07-07,Alabama,1,45785,1033,907.0,26.0,6823,61
7,2020-07-08,Alabama,1,46962,1058,1177.0,25.0,8000,86
8,2020-07-09,Alabama,1,49174,1068,2212.0,10.0,10212,96
9,2020-07-10,Alabama,1,50508,1104,1334.0,36.0,11546,132
10,2020-07-11,Alabama,1,51947,1114,1439.0,10.0,12985,142
11,2020-07-12,Alabama,1,53587,1121,1640.0,7.0,14625,149
12,2020-07-13,Alabama,1,55545,1124,1958.0,3.0,16583,152
13,2020-07-14,Alabama,1,57255,1164,1710.0,40.0,18293,192
14,2020-07-15,Alabama,1,59067,1211,1812.0,47.0,20105,239
15,2020-07-16,Alabama,1,61088,1230,2021.0,19.0,22126,258
16,2020-07-17,Alabama,1,63091,1265,2003.0,35.0,24129,293
17,2020-07-18,Alabama,1,65234,1286,2143.0,21.0,26272,314
18,2020-07-19,Alabama,1,67011,1287,1777.0,1.0,28049,315
19,2020-07-20,Alabama,1,68891,1291,1880.0,4.0,29929,319
20,2020-07-21,Alabama,1,70358,1303,1467.0,12.0,31396,331
21,2020-07-22,Alabama,1,71813,1364,1455.0,61.0,32851,392
22,2020-07-23,Alabama,1,74212,1397,2399.0,33.0,35250,425
23,2020-07-24,Alabama,1,76005,1438,1793.0,41.0,37043,466
24,2020-07-25,Alabama,1,78130,1456,2125.0,18.0,39168,484
25,2020-07-26,Alabama,1,79294,1473,1164.0,17.0,40332,501
26,2020-07-27,Alabama,1,81115,1491,1821.0,18.0,42153,519
27,2020-07-28,Alabama,1,82366,1491,1251.0,0.0,43404,519
28,2020-07-29,Alabama,1,83782,1538,1416.0,47.0,44820,566
29,2020-07-30,Alabama,1,85762,1565,1980.0,27.0,46800,593
30,2020-07-31,Alabama,1,87723,1580,1961.0,15.0,48761,608
31,2020-08-01,Alabama,1,89349,1603,1626.0,23.0,50387,631
32,2020-08-02,Alabama,1,91444,1627,2095.0,24.0,52482,655
33,2020-08-03,Alabama,1,92661,1633,1217.0,6.0,53699,661
34,2020-08-04,Alabama,1,93702,1666,1041.0,33.0,54740,694
35,2020-08-05,Alabama,1,94654,1695,952.0,29.0,55692,723
36,2020-08-06,Alabama,1,96592,1714,1938.0,19.0,57630,742
37,2020-08-07,Alabama,1,98301,1735,1709.0,21.0,59339,763
38,2020-08-08,Alabama,1,100173,1755,1872.0,20.0,61211,783
39,2020-08-09,Alabama,1,101334,1768,1161.0,13.0,62372,796
40,2020-08-10,Alabama,1,103020,1797,1686.0,29.0,64058,825
41,2020-08-11,Alabama,1,103851,1847,831.0,50.0,64889,875
42,2020-08-12,Alabama,1,104786,1882,935.0,35.0,65824,910
43,2020-08-13,Alabama,1,105557,1890,771.0,8.0,66595,918
44,2020-08-14,Alabama,1,106309,1893,752.0,3.0,67347,921
45,2020-08-15,Alabama,1,107580,1896,1271.0,3.0,68618,924
46,2020-08-16,Alabama,1,108433,1898,853.0,2.0,69471,926
47,2020-08-17,Alabama,1,109004,1925,571.0,27.0,70042,953
48,2020-08-18,Alabama,1,110361,1936,1357.0,11.0,71399,964
49,2020-08-19,Alabama,1,111478,1944,1117.0,8.0,72516,972
50,2020-08-20,Alabama,1,112449,1974,971.0,30.0,73487,1002
51,2020-08-21,Alabama,1,113632,1996,1183.0,22.0,74670,1024
52,2020-08-22,Alabama,1,114532,2011,900.0,15.0,75570,1039
53,2020-08-23,Alabama,1,115060,2013,528.0,2.0,76098,1041
54,2020-08-24,Alabama,1,116710,2024,1650.0,11.0,77748,1052
55,2020-08-25,Alabama,1,117242,2037,532.0,13.0,78280,1065
56,2020-08-26,Alabama,1,119254,2045,2012.0,8.0,80292,1073
57,2020-08-27,Alabama,1,121023,2076,1769.0,31.0,82061,1104
58,2020-08-28,Alabama,1,122185,2107,1162.0,31.0,83223,1135
59,2020-08-29,Alabama,1,123889,2152,1704.0,45.0,84927,1180
60,2020-08-30,Alabama,1,125235,2162,1346.0,10.0,86273,1190
61,2020-08-31,Alabama,1,126058,2182,823.0,20.0,87096,1210
62,2020-09-01,Alabama,1,127616,2200,1558.0,18.0,88654,1228
63,2020-07-01,Alaska,2,1174,12,0.0,0.0,0,0
64,2020-07-02,Alaska,2,1224,12,50.0,0.0,50,0
65,2020-07-03,Alaska,2,1284,13,60.0,1.0,110,1
66,2020-07-04,Alaska,2,1339,14,55.0,1.0,165,2
67,2020-07-05,Alaska,2,1371,14,32.0,0.0,197,2
68,2020-07-06,Alaska,2,1401,14,30.0,0.0,227,2
69,2020-07-07,Alaska,2,1423,15,22.0,1.0,249,3
70,2020-07-08,Alaska,2,1472,15,49.0,0.0,298,3
71,2020-07-09,Alaska,2,1521,15,49.0,0.0,347,3
72,2020-07-10,Alaska,2,1579,15,58.0,0.0,405,3
73,2020-07-11,Alaska,2,1656,15,77.0,0.0,482,3
74,2020-07-12,Alaska,2,1772,15,116.0,0.0,598,3
75,2020-07-13,Alaska,2,1843,15,71.0,0.0,669,3
76,2020-07-14,Alaska,2,1897,15,54.0,0.0,723,3
77,2020-07-15,Alaska,2,1958,15,61.0,0.0,784,3
78,2020-07-16,Alaska,2,2034,15,76.0,0.0,860,3
79,2020-07-17,Alaska,2,2083,15,49.0,0.0,909,3
80,2020-07-18,Alaska,2,2157,16,74.0,1.0,983,4
81,2020-07-19,Alaska,2,2275,16,118.0,0.0,1101,4
82,2020-07-20,Alaska,2,2412,16,137.0,0.0,1238,4
83,2020-07-21,Alaska,2,2523,16,111.0,0.0,1349,4
84,2020-07-22,Alaska,2,2617,17,94.0,1.0,1443,5
85,2020-07-23,Alaska,2,2682,17,65.0,0.0,1508,5
86,2020-07-24,Alaska,2,2746,17,64.0,0.0,1572,5
87,2020-07-25,Alaska,2,2866,18,120.0,1.0,1692,6
88,2020-07-26,Alaska,2,3100,18,234.0,0.0,1926,6
89,2020-07-27,Alaska,2,3204,19,104.0,1.0,2030,7
90,2020-07-28,Alaska,2,3348,20,144.0,1.0,2174,8
91,2020-07-29,Alaska,2,3440,20,92.0,0.0,2266,8
92,2020-07-30,Alaska,2,3557,21,117.0,1.0,2383,9
93,2020-07-31,Alaska,2,3675,21,118.0,0.0,2501,9
94,2020-08-01,Alaska,2,3825,22,150.0,1.0,2651,10
95,2020-08-02,Alaska,2,3982,22,157.0,0.0,2808,10
96,2020-08-03,Alaska,2,4062,23,80.0,1.0,2888,11
97,2020-08-04,Alaska,2,4123,23,61.0,0.0,2949,11
98,2020-08-05,Alaska,2,4181,23,58.0,0.0,3007,11
99,2020-08-06,Alaska,2,4221,23,40.0,0.0,3047,11
100,2020-08-07,Alaska,2,4286,23,65.0,0.0,3112,11
101,2020-08-08,Alaska,2,4371,24,85.0,1.0,3197,12
102,2020-08-09,Alaska,2,4471,24,100.0,0.0,3297,12
103,2020-08-10,Alaska,2,4537,24,66.0,0.0,3363,12
104,2020-08-11,Alaska,2,4587,24,50.0,0.0,3413,12
105,2020-08-12,Alaska,2,4653,25,66.0,1.0,3479,13
106,2020-08-13,Alaska,2,4748,25,95.0,0.0,3574,13
107,2020-08-14,Alaska,2,4867,25,119.0,0.0,3693,13
108,2020-08-15,Alaska,2,4952,26,85.0,1.0,3778,14
109,2020-08-16,Alaska,2,5058,26,106.0,0.0,3884,14
110,2020-08-17,Alaska,2,5108,26,50.0,0.0,3934,14
111,2020-08-18,Alaska,2,5175,27,67.0,1.0,4001,15
112,2020-08-19,Alaska,2,5245,27,70.0,0.0,4071,15
113,2020-08-20,Alaska,2,5330,27,85.0,0.0,4156,15
114,2020-08-21,Alaska,2,5401,28,71.0,1.0,4227,16
115,2020-08-22,Alaska,2,5492,29,91.0,1.0,4318,17
116,2020-08-23,Alaska,2,5556,30,64.0,1.0,4382,18
117,2020-08-24,Alaska,2,5626,30,70.0,0.0,4452,18
118,2020-08-25,Alaska,2,5621,33,-5.0,3.0,4447,21
119,2020-08-26,Alaska,2,5671,34,50.0,1.0,4497,22
120,2020-08-27,Alaska,2,5752,34,81.0,0.0,4578,22
121,2020-08-28,Alaska,2,5874,34,122.0,0.0,4700,22
122,2020-08-29,Alaska,2,5985,34,111.0,0.0,4811,22
123,2020-08-30,Alaska,2,6036,34,51.0,0.0,4862,22
124,2020-08-31,Alaska,2,6075,34,39.0,0.0,4901,22
125,2020-09-01,Alaska,2,6109,36,34.0,2.0,4935,24
126,2020-07-01,Arizona,4,84152,1726,0.0,0.0,0,0
127,2020-07-02,Arizona,4,87495,1766,3343.0,40.0,3343,40
128,2020-07-03,Arizona,4,91894,1802,4399.0,36.0,7742,76
129,2020-07-04,Arizona,4,94616,1821,2722.0,19.0,10464,95
130,2020-07-05,Arizona,4,98126,1829,3510.0,8.0,13974,103
131,2020-07-06,Arizona,4,101542,1832,3416.0,3.0,17390,106
132,2020-07-07,Arizona,4,105159,1933,3617.0,101.0,21007,207
133,2020-07-08,Arizona,4,108710,1973,3551.0,40.0,24558,247
134,2020-07-09,Arizona,4,112783,2047,4073.0,74.0,28631,321
135,2020-07-10,Arizona,4,116947,2093,4164.0,46.0,32795,367
136,2020-07-11,Arizona,4,119991,2158,3044.0,65.0,35839,432
137,2020-07-12,Arizona,4,122479,2239,2488.0,81.0,38327,513
138,2020-07-13,Arizona,4,123917,2250,1438.0,11.0,39765,524
139,2020-07-14,Arizona,4,128126,2341,4209.0,91.0,43974,615
140,2020-07-15,Arizona,4,131411,2442,3285.0,101.0,47259,716
141,2020-07-16,Arizona,4,134730,2506,3319.0,64.0,50578,780
142,2020-07-17,Arizona,4,138575,2597,3845.0,91.0,54423,871
143,2020-07-18,Arizona,4,141333,2733,2758.0,136.0,57181,1007
144,2020-07-19,Arizona,4,143644,2768,2311.0,35.0,59492,1042
145,2020-07-20,Arizona,4,145320,2795,1676.0,27.0,61168,1069
146,2020-07-21,Arizona,4,148730,2918,3410.0,123.0,64578,1192
147,2020-07-22,Arizona,4,150659,2976,1929.0,58.0,66507,1250
148,2020-07-23,Arizona,4,153029,3067,2370.0,91.0,68877,1341
149,2020-07-24,Arizona,4,156392,3156,3363.0,89.0,72240,1430
150,2020-07-25,Arizona,4,160055,3288,3663.0,132.0,75903,1562
151,2020-07-26,Arizona,4,162041,3313,1986.0,25.0,77889,1587
152,2020-07-27,Arizona,4,163918,3320,1877.0,7.0,79766,1594
153,2020-07-28,Arizona,4,165994,3424,2076.0,104.0,81842,1698
154,2020-07-29,Arizona,4,168361,3470,2367.0,46.0,84209,1744
155,2020-07-30,Arizona,4,170905,3628,2544.0,158.0,86753,1902
156,2020-07-31,Arizona,4,174108,3695,3203.0,67.0,89956,1969
157,2020-08-01,Arizona,4,177019,3753,2911.0,58.0,92867,2027
158,2020-08-02,Arizona,4,178473,3769,1454.0,16.0,94321,2043
159,2020-08-03,Arizona,4,179506,3785,1033.0,16.0,95354,2059
160,2020-08-04,Arizona,4,180537,3850,1031.0,65.0,96385,2124
161,2020-08-05,Arizona,4,182230,3933,1693.0,83.0,98078,2207
162,2020-08-06,Arizona,4,183744,4005,1514.0,72.0,99592,2279
163,2020-08-07,Arizona,4,185104,4085,1360.0,80.0,100952,2359
164,2020-08-08,Arizona,4,186226,4140,1122.0,55.0,102074,2414
165,2020-08-09,Arizona,4,187086,4152,860.0,12.0,102934,2426
166,2020-08-10,Arizona,4,187634,4157,548.0,5.0,103482,2431
167,2020-08-11,Arizona,4,188780,4205,1146.0,48.0,104628,2479
168,2020-08-12,Arizona,4,189522,4348,742.0,143.0,105370,2622
169,2020-08-13,Arizona,4,190850,4385,1328.0,37.0,106698,2659
170,2020-08-14,Arizona,4,191810,4426,960.0,41.0,107658,2700
171,2020-08-15,Arizona,4,192670,4497,860.0,71.0,108518,2771
172,2020-08-16,Arizona,4,193554,4509,884.0,12.0,109402,2783
173,2020-08-17,Arizona,4,194027,4509,473.0,0.0,109875,2783
174,2020-08-18,Arizona,4,194931,4535,904.0,26.0,110779,2809
175,2020-08-19,Arizona,4,195568,4643,637.0,108.0,111416,2917
176,2020-08-20,Arizona,4,196305,4688,737.0,45.0,112153,2962
177,2020-08-21,Arizona,4,196925,4698,620.0,10.0,112773,2972
178,2020-08-22,Arizona,4,197909,4760,984.0,62.0,113757,3034
179,2020-08-23,Arizona,4,198117,4775,208.0,15.0,113965,3049
180,2020-08-24,Arizona,4,198421,4775,304.0,0.0,114269,3049
181,2020-08-25,Arizona,4,199293,4796,872.0,21.0,115141,3070
182,2020-08-26,Arizona,4,199495,4899,202.0,103.0,115343,3173
183,2020-08-27,Arizona,4,200172,4932,677.0,33.0,116020,3206
184,2020-08-28,Arizona,4,200694,4980,522.0,48.0,116542,3254
185,2020-08-29,Arizona,4,201317,5010,623.0,30.0,117165,3284
186,2020-08-30,Arizona,4,201695,5033,378.0,23.0,117543,3307
187,2020-08-31,Arizona,4,201866,5031,171.0,-2.0,117714,3305
188,2020-09-01,Arizona,4,202375,5048,509.0,17.0,118223,3322
189,2020-07-01,Arkansas,5,21197,277,0.0,0.0,0,0
190,2020-07-02,Arkansas,5,22075,279,878.0,2.0,878,2
191,2020-07-03,Arkansas,5,22622,281,547.0,2.0,1425,4
192,2020-07-04,Arkansas,5,23209,286,587.0,5.0,2012,9
193,2020-07-05,Arkansas,5,23814,287,605.0,1.0,2617,10
194,2020-07-06,Arkansas,5,24253,292,439.0,5.0,3056,15
195,2020-07-07,Arkansas,5,24512,301,259.0,9.0,3315,24
196,2020-07-08,Arkansas,5,25246,305,734.0,4.0,4049,28
197,2020-07-09,Arkansas,5,26052,309,806.0,4.0,4855,32
198,2020-07-10,Arkansas,5,26803,313,751.0,4.0,5606,36
199,2020-07-11,Arkansas,5,27864,319,1061.0,6.0,6667,42
200,2020-07-12,Arkansas,5,28367,321,503.0,2.0,7170,44
201,2020-07-13,Arkansas,5,28939,323,572.0,2.0,7742,46
202,2020-07-14,Arkansas,5,29733,331,794.0,8.0,8536,54
203,2020-07-15,Arkansas,5,30297,335,564.0,4.0,9100,58
204,2020-07-16,Arkansas,5,31114,341,817.0,6.0,9917,64
205,2020-07-17,Arkansas,5,31762,353,648.0,12.0,10565,76
206,2020-07-18,Arkansas,5,32533,357,771.0,4.0,11336,80
207,2020-07-19,Arkansas,5,33228,357,695.0,0.0,12031,80
208,2020-07-20,Arkansas,5,33927,363,699.0,6.0,12730,86
209,2020-07-21,Arkansas,5,34655,374,728.0,11.0,13458,97
210,2020-07-22,Arkansas,5,35246,380,591.0,6.0,14049,103
211,2020-07-23,Arkansas,5,36259,386,1013.0,6.0,15062,109
212,2020-07-24,Arkansas,5,37249,394,990.0,8.0,16052,117
213,2020-07-25,Arkansas,5,37981,399,732.0,5.0,16784,122
214,2020-07-26,Arkansas,5,38623,401,642.0,2.0,17426,124
215,2020-07-27,Arkansas,5,39447,408,824.0,7.0,18250,131
216,2020-07-28,Arkansas,5,40181,428,734.0,20.0,18984,151
217,2020-07-29,Arkansas,5,40968,434,787.0,6.0,19771,157
218,2020-07-30,Arkansas,5,41759,442,791.0,8.0,20562,165
219,2020-07-31,Arkansas,5,42511,453,752.0,11.0,21314,176
220,2020-08-01,Arkansas,5,43173,458,662.0,5.0,21976,181
221,2020-08-02,Arkansas,5,43810,464,637.0,6.0,22613,187
222,2020-08-03,Arkansas,5,44597,475,787.0,11.0,23400,198
223,2020-08-04,Arkansas,5,45381,490,784.0,15.0,24184,213
224,2020-08-05,Arkansas,5,46293,508,912.0,18.0,25096,231
225,2020-08-06,Arkansas,5,47028,515,735.0,7.0,25831,238
226,2020-08-07,Arkansas,5,48039,521,1011.0,6.0,26842,244
227,2020-08-08,Arkansas,5,48811,535,772.0,14.0,27614,258
228,2020-08-09,Arkansas,5,49383,544,572.0,9.0,28186,267
229,2020-08-10,Arkansas,5,50028,555,645.0,11.0,28831,278
230,2020-08-11,Arkansas,5,50411,566,383.0,11.0,29214,289
231,2020-08-12,Arkansas,5,51114,573,703.0,7.0,29917,296
232,2020-08-13,Arkansas,5,51766,582,652.0,9.0,30569,305
233,2020-08-14,Arkansas,5,52392,587,626.0,5.0,31195,310
234,2020-08-15,Arkansas,5,51992,600,-400.0,13.0,30795,323
235,2020-08-16,Arkansas,5,52665,599,673.0,-1.0,31468,322
236,2020-08-17,Arkansas,5,53077,603,412.0,4.0,31880,326
237,2020-08-18,Arkansas,5,53487,619,410.0,16.0,32290,342
238,2020-08-19,Arkansas,5,54216,631,729.0,12.0,33019,354
239,2020-08-20,Arkansas,5,54765,641,549.0,10.0,33568,364
240,2020-08-21,Arkansas,5,55652,663,887.0,22.0,34455,386
241,2020-08-22,Arkansas,5,56199,674,547.0,11.0,35002,397
242,2020-08-23,Arkansas,5,56574,687,375.0,13.0,35377,410
243,2020-08-24,Arkansas,5,56894,696,320.0,9.0,35697,419
244,2020-08-25,Arkansas,5,57374,711,480.0,15.0,36177,434
245,2020-08-26,Arkansas,5,58023,732,649.0,21.0,36826,455
246,2020-08-27,Arkansas,5,58745,739,722.0,7.0,37548,462
247,2020-08-28,Arkansas,5,59583,756,838.0,17.0,38386,479
248,2020-08-29,Arkansas,5,60378,772,795.0,16.0,39181,495
249,2020-08-30,Arkansas,5,60856,784,478.0,12.0,39659,507
250,2020-08-31,Arkansas,5,61224,797,368.0,13.0,40027,520
251,2020-09-01,Arkansas,5,61497,814,273.0,17.0,40300,537
252,2020-07-01,California,6,239764,6168,0.0,0.0,0,0
253,2020-07-02,California,6,248198,6263,8434.0,95.0,8434,95
254,2020-07-03,California,6,256298,6315,8100.0,52.0,16534,147
255,2020-07-04,California,6,265176,6329,8878.0,14.0,25412,161
256,2020-07-05,California,6,271587,6369,6411.0,40.0,31823,201
257,2020-07-06,California,6,277869,6452,6282.0,83.0,38105,284
258,2020-07-07,California,6,287766,6563,9897.0,111.0,48002,395
259,2020-07-08,California,6,296304,6708,8538.0,145.0,56540,540
260,2020-07-09,California,6,303516,6825,7212.0,117.0,63752,657
261,2020-07-10,California,6,311505,6936,7989.0,111.0,71741,768
262,2020-07-11,California,6,320030,7012,8525.0,76.0,80266,844
263,2020-07-12,California,6,327676,7042,7646.0,30.0,87912,874
264,2020-07-13,California,6,336206,7086,8530.0,44.0,96442,918
265,2020-07-14,California,6,346593,7227,10387.0,141.0,106829,1059
266,2020-07-15,California,6,355497,7368,8904.0,141.0,115733,1200
267,2020-07-16,California,6,364761,7490,9264.0,122.0,124997,1322
268,2020-07-17,California,6,374922,7607,10161.0,117.0,135158,1439
269,2020-07-18,California,6,383194,7697,8272.0,90.0,143430,1529
270,2020-07-19,California,6,391460,7710,8266.0,13.0,151696,1542
271,2020-07-20,California,6,400195,7764,8735.0,54.0,160431,1596
272,2020-07-21,California,6,410366,7883,10171.0,119.0,170602,1715
273,2020-07-22,California,6,422528,8038,12162.0,155.0,182764,1870
274,2020-07-23,California,6,433175,8190,10647.0,152.0,193411,2022
275,2020-07-24,California,6,443096,8325,9921.0,135.0,203332,2157
276,2020-07-25,California,6,453327,8428,10231.0,103.0,213563,2260
277,2020-07-26,California,6,459338,8451,6011.0,23.0,219574,2283
278,2020-07-27,California,6,467103,8544,7765.0,93.0,227339,2376
279,2020-07-28,California,6,474951,8716,7848.0,172.0,235187,2548
280,2020-07-29,California,6,486039,8884,11088.0,168.0,246275,2716
281,2020-07-30,California,6,494269,9009,8230.0,125.0,254505,2841
282,2020-07-31,California,6,502273,9222,8004.0,213.0,262509,3054
283,2020-08-01,California,6,509507,9365,7234.0,143.0,269743,3197
284,2020-08-02,California,6,515937,9399,6430.0,34.0,276173,3231
285,2020-08-03,California,6,522235,9500,6298.0,101.0,282471,3332
286,2020-08-04,California,6,527258,9696,5023.0,196.0,287494,3528
287,2020-08-05,California,6,532776,9866,5518.0,170.0,293012,3698
288,2020-08-06,California,6,541013,10014,8237.0,148.0,301249,3846
289,2020-08-07,California,6,548142,10197,7129.0,183.0,308378,4029
290,2020-08-08,California,6,556158,10299,8016.0,102.0,316394,4131
291,2020-08-09,California,6,563244,10365,7086.0,66.0,323480,4197
292,2020-08-10,California,6,574267,10460,11023.0,95.0,334503,4292
293,2020-08-11,California,6,586078,10654,11811.0,194.0,346314,4486
294,2020-08-12,California,6,595097,10808,9019.0,154.0,355333,4640
295,2020-08-13,California,6,603212,10995,8115.0,187.0,363448,4827
296,2020-08-14,California,6,613243,11146,10031.0,151.0,373479,4978
297,2020-08-15,California,6,621981,11229,8738.0,83.0,382217,5061
298,2020-08-16,California,6,628508,11245,6527.0,16.0,388744,5077
299,2020-08-17,California,6,634991,11334,6483.0,89.0,395227,5166
300,2020-08-18,California,6,640499,11523,5508.0,189.0,400735,5355
301,2020-08-19,California,6,646742,11686,6243.0,163.0,406978,5518
302,2020-08-20,California,6,653401,11801,6659.0,115.0,413637,5633
303,2020-08-21,California,6,659991,11984,6590.0,183.0,420227,5816
304,2020-08-22,California,6,665325,12137,5334.0,153.0,425561,5969
305,2020-08-23,California,6,669944,12152,4619.0,15.0,430180,5984
306,2020-08-24,California,6,676236,12250,6292.0,98.0,436472,6082
307,2020-08-25,California,6,682320,12409,6084.0,159.0,442556,6241
308,2020-08-26,California,6,687612,12547,5292.0,138.0,447848,6379
309,2020-08-27,California,6,692962,12696,5350.0,149.0,453198,6528
310,2020-08-28,California,6,698389,12836,5427.0,140.0,458625,6668
311,2020-08-29,California,6,702499,12906,4110.0,70.0,462735,6738
312,2020-08-30,California,6,706589,12939,4090.0,33.0,466825,6771
313,2020-08-31,California,6,712541,13020,5952.0,81.0,472777,6852
314,2020-09-01,California,6,716628,13149,4087.0,129.0,476864,6981
315,2020-07-01,Colorado,8,33012,1697,0.0,0.0,0,0
316,2020-07-02,Colorado,8,33335,1701,323.0,4.0,323,4
317,2020-07-03,Colorado,8,33607,1701,272.0,0.0,595,4
318,2020-07-04,Colorado,8,33900,1703,293.0,2.0,888,6
319,2020-07-05,Colorado,8,34100,1703,200.0,0.0,1088,6
320,2020-07-06,Colorado,8,34316,1704,216.0,1.0,1304,7
321,2020-07-07,Colorado,8,34717,1709,401.0,5.0,1705,12
322,2020-07-08,Colorado,8,35185,1707,468.0,-2.0,2173,10
323,2020-07-09,Colorado,8,35604,1707,419.0,0.0,2592,10
324,2020-07-10,Colorado,8,36210,1724,606.0,17.0,3198,27
325,2020-07-11,Colorado,8,36633,1725,423.0,1.0,3621,28
326,2020-07-12,Colorado,8,36933,1726,300.0,1.0,3921,29
327,2020-07-13,Colorado,8,37303,1728,370.0,2.0,4291,31
328,2020-07-14,Colorado,8,37761,1739,458.0,11.0,4749,42
329,2020-07-15,Colorado,8,38240,1745,479.0,6.0,5228,48
330,2020-07-16,Colorado,8,38817,1746,577.0,1.0,5805,49
331,2020-07-17,Colorado,8,39409,1753,592.0,7.0,6397,56
332,2020-07-18,Colorado,8,39811,1753,402.0,0.0,6799,56
333,2020-07-19,Colorado,8,40182,1753,371.0,0.0,7170,56
334,2020-07-20,Colorado,8,40649,1759,467.0,6.0,7637,62
335,2020-07-21,Colorado,8,41152,1764,503.0,5.0,8140,67
336,2020-07-22,Colorado,8,41747,1772,595.0,8.0,8735,75
337,2020-07-23,Colorado,8,42409,1788,662.0,16.0,9397,91
338,2020-07-24,Colorado,8,43098,1791,689.0,3.0,10086,94
339,2020-07-25,Colorado,8,43847,1795,749.0,4.0,10835,98
340,2020-07-26,Colorado,8,44364,1795,517.0,0.0,11352,98
341,2020-07-27,Colorado,8,44723,1800,359.0,5.0,11711,103
342,2020-07-28,Colorado,8,45420,1809,697.0,9.0,12408,112
343,2020-07-29,Colorado,8,45885,1826,465.0,17.0,12873,129
344,2020-07-30,Colorado,8,46338,1826,453.0,0.0,13326,129
345,2020-07-31,Colorado,8,46948,1841,610.0,15.0,13936,144
346,2020-08-01,Colorado,8,47357,1846,409.0,5.0,14345,149
347,2020-08-02,Colorado,8,47799,1846,442.0,0.0,14787,149
348,2020-08-03,Colorado,8,48119,1849,320.0,3.0,15107,152
349,2020-08-04,Colorado,8,48492,1855,373.0,6.0,15480,158
350,2020-08-05,Colorado,8,49143,1857,651.0,2.0,16131,160
351,2020-08-06,Colorado,8,49633,1857,490.0,0.0,16621,160
352,2020-08-07,Colorado,8,50081,1862,448.0,5.0,17069,165
353,2020-08-08,Colorado,8,50491,1862,410.0,0.0,17479,165
354,2020-08-09,Colorado,8,50799,1863,308.0,1.0,17787,166
355,2020-08-10,Colorado,8,51104,1868,305.0,5.0,18092,171
356,2020-08-11,Colorado,8,51487,1878,383.0,10.0,18475,181
357,2020-08-12,Colorado,8,51847,1881,360.0,3.0,18835,184
358,2020-08-13,Colorado,8,52242,1886,395.0,5.0,19230,189
359,2020-08-14,Colorado,8,52587,1892,345.0,6.0,19575,195
360,2020-08-15,Colorado,8,52868,1897,281.0,5.0,19856,200
361,2020-08-16,Colorado,8,53188,1897,320.0,0.0,20176,200
362,2020-08-17,Colorado,8,53391,1903,203.0,6.0,20379,206
363,2020-08-18,Colorado,8,53674,1906,283.0,3.0,20662,209
364,2020-08-19,Colorado,8,53943,1906,269.0,0.0,20931,209
365,2020-08-20,Colorado,8,54285,1909,342.0,3.0,21273,212
366,2020-08-21,Colorado,8,54658,1915,373.0,6.0,21646,218
367,2020-08-22,Colorado,8,54939,1923,281.0,8.0,21927,226
368,2020-08-23,Colorado,8,55441,1925,502.0,2.0,22429,228
369,2020-08-24,Colorado,8,55700,1926,259.0,1.0,22688,229
370,2020-08-25,Colorado,8,56176,1932,476.0,6.0,23164,235
371,2020-08-26,Colorado,8,56346,1933,170.0,1.0,23334,236
372,2020-08-27,Colorado,8,56706,1937,360.0,4.0,23694,240
373,2020-08-28,Colorado,8,57158,1945,452.0,8.0,24146,248
374,2020-08-29,Colorado,8,57326,1946,168.0,1.0,24314,249
375,2020-08-30,Colorado,8,57515,1945,189.0,-1.0,24503,248
376,2020-08-31,Colorado,8,57797,1952,282.0,7.0,24785,255
377,2020-09-01,Colorado,8,58118,1953,321.0,1.0,25106,256
378,2020-07-01,Connecticut,9,46572,4324,0.0,0.0,0,0
379,2020-07-02,Connecticut,9,46646,4326,74.0,2.0,74,2
380,2020-07-03,Connecticut,9,46717,4335,71.0,9.0,145,11
381,2020-07-04,Connecticut,9,46717,4335,0.0,0.0,145,11
382,2020-07-05,Connecticut,9,46717,4335,0.0,0.0,145,11
383,2020-07-06,Connecticut,9,46976,4338,259.0,3.0,404,14
384,2020-07-07,Connecticut,9,47033,4338,57.0,0.0,461,14
385,2020-07-08,Connecticut,9,47108,4343,75.0,5.0,536,19
386,2020-07-09,Connecticut,9,47209,4348,101.0,5.0,637,24
387,2020-07-10,Connecticut,9,47287,4348,78.0,0.0,715,24
388,2020-07-11,Connecticut,9,47287,4348,0.0,0.0,715,24
389,2020-07-12,Connecticut,9,47287,4348,0.0,0.0,715,24
390,2020-07-13,Connecticut,9,47510,4371,223.0,23.0,938,47
391,2020-07-14,Connecticut,9,47530,4372,20.0,1.0,958,48
392,2020-07-15,Connecticut,9,47636,4380,106.0,8.0,1064,56
393,2020-07-16,Connecticut,9,47750,4389,114.0,9.0,1178,65
394,2020-07-17,Connecticut,9,47893,4396,143.0,7.0,1321,72
395,2020-07-18,Connecticut,9,47893,4396,0.0,0.0,1321,72
396,2020-07-19,Connecticut,9,47893,4396,0.0,0.0,1321,72
397,2020-07-20,Connecticut,9,48055,4406,162.0,10.0,1483,82
