,date,state,fips,cases,deaths,never,rarely,sometimes,frequently,always,mask_negative,mask_positive,votesdem,percd,votesrep,percr,electoraldem,electoralrep,pop,blue,red,percent pop affected
0,2020-01-21,WA,53,1,0,0.03789743589743589,0.03887179487179487,0.07066666666666667,0.18241025641025632,0.6698717948717948,0.07676923076923077,0.8522820512820514,1742718,52.54,1221747,36.83,8,0,7797100,1,0,1.2825281194290184e-07
1,2020-01-22,WA,53,1,0,0.03789743589743589,0.03887179487179487,0.07066666666666667,0.18241025641025632,0.6698717948717948,0.07676923076923077,0.8522820512820514,1742718,52.54,1221747,36.83,8,0,7797100,1,0,1.2825281194290184e-07
2,2020-01-23,WA,53,1,0,0.03789743589743589,0.03887179487179487,0.07066666666666667,0.18241025641025632,0.6698717948717948,0.07676923076923077,0.8522820512820514,1742718,52.54,1221747,36.83,8,0,7797100,1,0,1.2825281194290184e-07
3,2020-01-24,WA,53,1,0,0.03789743589743589,0.03887179487179487,0.07066666666666667,0.18241025641025632,0.6698717948717948,0.07676923076923077,0.8522820512820514,1742718,52.54,1221747,36.83,8,0,7797100,1,0,1.2825281194290184e-07
4,2020-01-25,WA,53,1,0,0.03789743589743589,0.03887179487179487,0.07066666666666667,0.18241025641025632,0.6698717948717948,0.07676923076923077,0.8522820512820514,1742718,52.54,1221747,36.83,8,0,7797100,1,0,1.2825281194290184e-07
5,2020-01-26,WA,53,1,0,0.03789743589743589,0.03887179487179487,0.07066666666666667,0.18241025641025632,0.6698717948717948,0.07676923076923077,0.8522820512820514,1742718,52.54,1221747,36.83,8,0,7797100,1,0,1.2825281194290184e-07
6,2020-01-27,WA,53,1,0,0.03789743589743589,0.03887179487179487,0.07066666666666667,0.18241025641025632,0.6698717948717948,0.07676923076923077,0.8522820512820514,1742718,52.54,1221747,36.83,8,0,7797100,1,0,1.2825281194290184e-07
7,2020-01-28,WA,53,1,0,0.03789743589743589,0.03887179487179487,0.07066666666666667,0.18241025641025632,0.6698717948717948,0.07676923076923077,0.8522820512820514,1742718,52.54,1221747,36.83,8,0,7797100,1,0,1.2825281194290184e-07
8,2020-01-29,WA,53,1,0,0.03789743589743589,0.03887179487179487,0.07066666666666667,0.18241025641025632,0.6698717948717948,0.07676923076923077,0.8522820512820514,1742718,52.54,1221747,36.83,8,0,7797100,1,0,1.2825281194290184e-07
9,2020-01-30,WA,53,1,0,0.03789743589743589,0.03887179487179487,0.07066666666666667,0.18241025641025632,0.6698717948717948,0.07676923076923077,0.8522820512820514,1742718,52.54,1221747,36.83,8,0,7797100,1,0,1.2825281194290184e-07
10,2020-01-31,WA,53,1,0,0.03789743589743589,0.03887179487179487,0.07066666666666667,0.18241025641025632,0.6698717948717948,0.07676923076923077,0.8522820512820514,1742718,52.54,1221747,36.83,8,0,7797100,1,0,1.2825281194290184e-07
11,2020-02-01,WA,53,1,0,0.03789743589743589,0.03887179487179487,0.07066666666666667,0.18241025641025632,0.6698717948717948,0.07676923076923077,0.8522820512820514,1742718,52.54,1221747,36.83,8,0,7797100,1,0,1.2825281194290184e-07
12,2020-02-02,WA,53,1,0,0.03789743589743589,0.03887179487179487,0.07066666666666667,0.18241025641025632,0.6698717948717948,0.07676923076923077,0.8522820512820514,1742718,52.54,1221747,36.83,8,0,7797100,1,0,1.2825281194290184e-07
13,2020-02-03,WA,53,1,0,0.03789743589743589,0.03887179487179487,0.07066666666666667,0.18241025641025632,0.6698717948717948,0.07676923076923077,0.8522820512820514,1742718,52.54,1221747,36.83,8,0,7797100,1,0,1.2825281194290184e-07
14,2020-02-04,WA,53,1,0,0.03789743589743589,0.03887179487179487,0.07066666666666667,0.18241025641025632,0.6698717948717948,0.07676923076923077,0.8522820512820514,1742718,52.54,1221747,36.83,8,0,7797100,1,0,1.2825281194290184e-07
