,state,never,rarely,sometimes,frequently,always,mask_negative,mask_positive,votesdem,percd,votesrep,percr,electoraldem,electoralrep,pop,blue,red,date,fips,cases,deaths,percent pop affected
12,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-03-24,2,42,0,5.722055253255441e-05
13,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-03-25,2,59,0,8.038125236715976e-05
14,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-03-26,2,69,0,9.400519344633938e-05
15,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-03-27,2,85,1,0.00011716589328094475
16,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-03-28,2,102,1,0.0001403265931155501
17,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-03-29,2,114,2,0.0001580377165184836
18,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-03-30,2,120,2,0.00016621208116599138
19,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-03-31,2,133,2,0.00018392320456892488
20,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-01,2,143,2,0.0001975471456481045
21,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-02,2,146,2,0.0002016343279718584
22,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-03,2,156,2,0.000215258269051038
23,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-04,2,169,3,0.0002343317865618895
24,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-05,2,183,4,0.0002547676981806589
25,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-06,2,189,4,0.00026294206282816666
26,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-07,2,211,4,0.00029291473320236186
27,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-08,2,224,5,0.00031198825071321334
28,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-09,2,233,5,0.000324249797684475
29,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-10,2,244,5,0.00033923613287157255
30,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-11,2,255,6,0.0003555848621665881
31,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-12,2,270,6,0.00037602077378535753
32,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-13,2,275,6,0.0003828327443249473
33,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-14,2,283,7,0.000395094291296209
34,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-15,2,291,7,0.0004059934441595527
35,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-16,2,298,7,0.00041553020291497844
36,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-17,2,307,7,0.0004277917498862401
37,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-18,2,312,7,0.0004346037204258299
38,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-19,2,317,7,0.0004414156909654197
39,AK,0.053428571428571436,0.06464285714285714,0.09282142857142857,0.3263928571428571,0.4625714285714286,0.11807142857142855,0.7889642857142858,116454,36.55,163387,51.28,0,3,734002,0,1,2020-04-20,2,319,7,0.00044414047918125564
